
Sample-level average across 5 folds - Epoch 14
Overall Results:
Macro-F1: 0.5911
Macro-Precision: 0.5907
Macro-Recall: 0.5920
Accuracy: 0.6023

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.6087   0.6269       0.5915     0.6115     3.02
2        0.4805   0.4458       0.5211     0.6209     3.00
3        0.4968   0.4535       0.5493     0.6393     3.05
4        0.5290   0.4881       0.5775     0.6667     3.11
5        0.5256   0.4824       0.5775     0.6621     3.83
6        0.4539   0.4638       0.4444     0.6562     3.11
7        0.5101   0.4872       0.5352     0.6667     3.88
8        0.4341   0.4828       0.3944     0.6697     3.91
9        0.5033   0.4750       0.5352     0.6606     3.12
10       0.4478   0.4762       0.4225     0.6652     3.84
11       0.4800   0.4557       0.5070     0.6471     3.90
12       0.5942   0.6119       0.5775     0.6190     3.89
13       0.5316   0.4828       0.5915     0.6652     3.13
14       0.4841   0.4419       0.5352     0.6335     3.88
15       0.5000   0.4588       0.5493     0.6471     3.05
16       0.5630   0.5938       0.5352     0.5959     3.03
17       0.5915   0.5915       0.5915     0.6027     3.10
18       0.5758   0.6230       0.5352     0.6164     3.07
21       0.3182   0.3333       0.3043     0.5946     4.11
22       0.4889   0.5000       0.4783     0.6892     4.16
31       0.5366   0.6111       0.4783     0.6014     3.13
32       0.5781   0.6271       0.5362     0.6224     3.12
33       0.4361   0.4531       0.4203     0.4792     3.23
34       0.5669   0.6207       0.5217     0.6154     3.13
41       0.4429   0.4429       0.4429     0.4658     3.79
42       0.4500   0.5294       0.3913     0.5769     3.25
43       0.4800   0.4444       0.5217     0.5094     3.89
45       0.6194   0.5647       0.6857     0.5874     4.00
51       0.5493   0.5417       0.5571     0.5556     3.80
52       0.5290   0.4824       0.5857     0.4931     3.83
53       0.5638   0.5316       0.6000     0.5486     3.94
54       0.6056   0.5972       0.6143     0.6084     4.03
61       0.5217   0.5217       0.5217     0.5769     3.25
62       0.3846   0.3448       0.4348     0.3962     3.91
63       0.5532   0.5493       0.5571     0.5685     3.90
64       0.5342   0.4725       0.6143     0.4863     3.88
66       0.5036   0.5072       0.5000     0.5241     3.92
67       0.5584   0.5119       0.6143     0.5342     3.79
68       0.5844   0.5357       0.6429     0.5616     4.01
72       0.4593   0.4769       0.4429     0.5034     62.07
73       0.5333   0.5000       0.5714     0.5238     28.14
