
Sample-level average across 5 folds - Epoch 34
Overall Results:
Macro-F1: 0.7437
Macro-Precision: 0.7515
Macro-Recall: 0.7393
Accuracy: 0.7607

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7257   0.8355       0.6414     0.7720     2.76
2        0.6721   0.7321       0.6212     0.8137     2.74
3        0.6162   0.6628       0.5758     0.7868     2.74
4        0.6803   0.7389       0.6303     0.8212     2.74
5        0.6573   0.6438       0.6714     0.7894     3.52
6        0.6747   0.6965       0.6542     0.8109     2.76
7        0.6146   0.6462       0.5860     0.7778     3.57
8        0.5533   0.6158       0.5023     0.7579     3.64
9        0.6350   0.6720       0.6019     0.7917     2.73
10       0.6634   0.6853       0.6429     0.8043     3.53
11       0.5977   0.5963       0.5991     0.7593     3.62
12       0.6063   0.6768       0.5492     0.6679     3.69
13       0.6400   0.6737       0.6095     0.7943     2.76
14       0.6498   0.6438       0.6558     0.7868     3.58
15       0.6283   0.6522       0.6061     0.7874     2.76
16       0.6899   0.8095       0.6010     0.7529     2.77
17       0.6726   0.7808       0.5907     0.7344     2.76
18       0.7293   0.8366       0.6465     0.7806     2.79
21       0.7109   0.7444       0.6802     0.8004     3.36
22       0.8078   0.7757       0.8426     0.8550     3.54
31       0.7125   0.7972       0.6441     0.7540     2.95
32       0.6930   0.8143       0.6032     0.7430     3.03
33       0.5106   0.6207       0.4337     0.6260     3.26
34       0.6814   0.7714       0.6102     0.7299     2.95
41       0.6573   0.6468       0.6680     0.6579     2.96
42       0.7486   0.7611       0.7366     0.7598     2.68
43       0.5957   0.6614       0.5419     0.7023     3.35
45       0.8224   0.7802       0.8694     0.8153     3.11
51       0.7930   0.8465       0.7459     0.8085     2.96
52       0.8017   0.8356       0.7705     0.8125     3.00
53       0.7810   0.7875       0.7746     0.7863     3.10
54       0.8076   0.8341       0.7828     0.8158     3.21
61       0.7314   0.7805       0.6882     0.7546     2.68
62       0.4637   0.5000       0.4323     0.5953     3.36
63       0.6724   0.7371       0.6181     0.7167     3.36
64       0.7202   0.8019       0.6535     0.7611     3.36
65       0.0000   0.0000       0.0000     0.5000     1.00
66       0.7174   0.7466       0.6904     0.7368     3.47
67       0.7172   0.8208       0.6368     0.7586     3.21
68       0.8340   0.7912       0.8816     0.8283     3.11
72       0.3879   0.4706       0.3299     0.5541     61.32
73       0.3758   0.4559       0.3196     0.5453     27.55
83       0.6047   0.6290       0.5821     0.7198     3.49
84       0.6446   0.7222       0.5821     0.7637     3.48
