
Sample-level average across 5 folds - Epoch 6
Overall Results:
Macro-F1: 0.6520
Macro-Precision: 0.6576
Macro-Recall: 0.6496
Accuracy: 0.6754

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.5579   0.6763       0.4747     0.6461     2.76
2        0.5274   0.5459       0.5101     0.7189     2.74
3        0.4822   0.5269       0.4444     0.7162     2.74
4        0.4916   0.5000       0.4834     0.6981     2.74
5        0.5541   0.5256       0.5857     0.7163     3.52
6        0.4846   0.4928       0.4766     0.6961     2.76
7        0.5230   0.5455       0.5023     0.7229     3.57
8        0.4680   0.5026       0.4378     0.7029     3.64
9        0.5172   0.5385       0.4976     0.7204     2.73
10       0.5569   0.5665       0.5476     0.7386     3.53
11       0.4829   0.4775       0.4885     0.6878     3.62
12       0.4460   0.5376       0.3811     0.5592     3.69
13       0.5235   0.5436       0.5048     0.7243     2.76
14       0.4856   0.5025       0.4698     0.6999     3.58
15       0.4901   0.4806       0.5000     0.6916     2.76
16       0.5579   0.6763       0.4747     0.6559     2.77
17       0.5706   0.6786       0.4922     0.6579     2.76
18       0.5313   0.6496       0.4495     0.6374     2.79
21       0.6203   0.6068       0.6345     0.7198     3.36
22       0.6005   0.6364       0.5685     0.7266     3.54
31       0.5519   0.6489       0.4802     0.6310     2.95
32       0.6287   0.7241       0.5556     0.6845     3.03
33       0.4542   0.5794       0.3735     0.5962     3.26
34       0.5226   0.6090       0.4576     0.6043     2.95
41       0.6282   0.6562       0.6025     0.6499     2.96
42       0.6959   0.6683       0.7258     0.6919     2.68
43       0.5548   0.5548       0.5548     0.6397     3.35
45       0.6430   0.6581       0.6286     0.6566     3.11
51       0.6503   0.7122       0.5984     0.6835     2.96
52       0.6638   0.7051       0.6270     0.6875     3.00
53       0.6781   0.7117       0.6475     0.6976     3.10
54       0.6923   0.7232       0.6639     0.7085     3.21
61       0.6588   0.7273       0.6022     0.6971     2.68
62       0.4154   0.5143       0.3484     0.6031     3.36
63       0.6124   0.6714       0.5630     0.6648     3.36
64       0.5974   0.6635       0.5433     0.6556     3.36
65       0.0000   0.0000       0.0000     0.5000     1.00
66       0.5841   0.6197       0.5523     0.6194     3.47
67       0.5640   0.6750       0.4843     0.6401     3.21
68       0.6866   0.6719       0.7020     0.6866     3.11
72       0.3917   0.4615       0.3402     0.5475     61.32
73       0.4455   0.4201       0.4742     0.4945     27.55
83       0.6567   0.6567       0.6567     0.7473     3.49
84       0.5280   0.5690       0.4925     0.6758     3.48
