
Sample-level average across 5 folds - Epoch 19
Overall Results:
Macro-F1: 0.7228
Macro-Precision: 0.7242
Macro-Recall: 0.7216
Accuracy: 0.7369

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.6978   0.7651       0.6414     0.7387     2.76
2        0.6373   0.6543       0.6212     0.7826     2.74
3        0.6404   0.6250       0.6566     0.7808     2.74
4        0.6321   0.6291       0.6351     0.7768     2.74
5        0.6562   0.6176       0.7000     0.7794     3.52
6        0.6276   0.6291       0.6262     0.7773     2.76
7        0.6093   0.6093       0.6093     0.7637     3.57
8        0.5635   0.5648       0.5622     0.7400     3.64
9        0.6179   0.6150       0.6209     0.7689     2.73
10       0.6817   0.6481       0.7190     0.7986     3.53
11       0.6085   0.5913       0.6267     0.7593     3.62
12       0.5523   0.6049       0.5082     0.6164     3.69
13       0.6364   0.6394       0.6333     0.7829     2.76
14       0.6437   0.6364       0.6512     0.7826     3.58
15       0.6231   0.6200       0.6263     0.7754     2.76
16       0.6851   0.7561       0.6263     0.7367     2.77
17       0.6282   0.7078       0.5648     0.6914     2.76
18       0.7097   0.7586       0.6667     0.7506     2.79
21       0.6856   0.6963       0.6751     0.7766     3.36
22       0.7554   0.7222       0.7919     0.8147     3.54
31       0.6994   0.7651       0.6441     0.7380     2.95
32       0.6925   0.7267       0.6614     0.7176     3.03
33       0.5506   0.5800       0.5241     0.6152     3.26
34       0.6506   0.6968       0.6102     0.6898     2.95
41       0.6559   0.6443       0.6680     0.6559     2.96
42       0.7677   0.7238       0.8172     0.7598     2.68
43       0.6246   0.5843       0.6710     0.6736     3.35
45       0.7160   0.7020       0.7306     0.7149     3.11
51       0.7537   0.7892       0.7213     0.7681     2.96
52       0.7850   0.8000       0.7705     0.7923     3.00
53       0.7705   0.7705       0.7705     0.7742     3.10
54       0.7617   0.7920       0.7336     0.7733     3.21
61       0.6724   0.7222       0.6290     0.7023     2.68
62       0.5483   0.5301       0.5677     0.6214     3.36
63       0.6694   0.7093       0.6339     0.7056     3.36
64       0.6985   0.7401       0.6614     0.7315     3.36
65       0.0000   0.0000       0.0000     0.5000     1.00
66       0.6811   0.7072       0.6569     0.7024     3.47
67       0.6829   0.7487       0.6278     0.7198     3.21
68       0.7737   0.7353       0.8163     0.7665     3.11
72       0.3519   0.4082       0.3093     0.5121     61.32
73       0.4675   0.4712       0.4639     0.5475     27.55
83       0.6857   0.6575       0.7164     0.7582     3.49
84       0.6803   0.6250       0.7463     0.7418     3.48
