
Sample-level average across 5 folds - Epoch 25
Overall Results:
Macro-F1: 0.7292
Macro-Precision: 0.7363
Macro-Recall: 0.7253
Accuracy: 0.7470

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.6805   0.8214       0.5808     0.7435     2.76
2        0.6612   0.7273       0.6061     0.8090     2.74
3        0.6400   0.6780       0.6061     0.7973     2.74
4        0.6414   0.6865       0.6019     0.7969     2.74
5        0.6165   0.6093       0.6238     0.7665     3.52
6        0.6283   0.6453       0.6121     0.7829     2.76
7        0.6115   0.6630       0.5674     0.7820     3.57
8        0.5481   0.5904       0.5115     0.7483     3.64
9        0.6326   0.6500       0.6161     0.7846     2.73
10       0.6348   0.6364       0.6333     0.7814     3.53
11       0.6032   0.5938       0.6129     0.7593     3.62
12       0.5908   0.6338       0.5533     0.6431     3.69
13       0.6501   0.6788       0.6238     0.7986     2.76
14       0.6117   0.6396       0.5860     0.7756     3.58
15       0.6857   0.7059       0.6667     0.8189     2.76
16       0.6762   0.7815       0.5960     0.7390     2.77
17       0.6766   0.8014       0.5855     0.7416     2.76
18       0.6571   0.7566       0.5808     0.7229     2.79
21       0.6846   0.7299       0.6447     0.7857     3.36
22       0.7513   0.7672       0.7360     0.8239     3.54
31       0.6909   0.7451       0.6441     0.7273     2.95
32       0.6828   0.7958       0.5979     0.7328     3.03
33       0.5036   0.6389       0.4157     0.6314     3.26
34       0.6343   0.7424       0.5537     0.6979     2.95
41       0.6271   0.6491       0.6066     0.6459     2.96
42       0.6981   0.7200       0.6774     0.7154     2.68
43       0.5103   0.5481       0.4774     0.6292     3.35
45       0.7771   0.7519       0.8041     0.7731     3.11
51       0.7650   0.7991       0.7336     0.7782     2.96
52       0.7932   0.8174       0.7705     0.8024     3.00
53       0.7992   0.7992       0.7992     0.8024     3.10
54       0.7708   0.7839       0.7582     0.7773     3.21
61       0.6919   0.7532       0.6398     0.7232     2.68
62       0.4895   0.5344       0.4516     0.6188     3.36
63       0.6765   0.7306       0.6299     0.7167     3.36
64       0.6811   0.7585       0.6181     0.7278     3.36
65       0.0000   0.0000       0.0000     0.2500     1.00
66       0.7217   0.7511       0.6946     0.7409     3.47
67       0.6816   0.7654       0.6143     0.7241     3.21
68       0.8450   0.8044       0.8898     0.8403     3.11
72       0.4012   0.4889       0.3402     0.5651     61.32
73       0.4533   0.4696       0.4381     0.5475     27.55
83       0.6260   0.6406       0.6119     0.7308     3.49
84       0.5231   0.5397       0.5075     0.6593     3.48
