
Variant-level average across 5 folds - Epoch 9
Overall Results:
Macro-F1: 0.6057
Macro-Precision: 0.6081
Macro-Recall: 0.6048
Accuracy: 0.6248

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7244   0.8214       0.6479     0.7482     3.02
2        0.6970   0.7541       0.6479     0.8104     3.00
3        0.7286   0.7391       0.7183     0.8265     3.05
4        0.6462   0.7119       0.5915     0.7900     3.11
5        0.3571   0.3623       0.3521     0.5890     3.83
6        0.6615   0.7414       0.5972     0.8036     3.11
7        0.3718   0.3412       0.4085     0.5525     3.88
8        0.2205   0.2500       0.1972     0.5520     3.91
9        0.6406   0.7193       0.5775     0.7919     3.12
10       0.5645   0.6604       0.4930     0.7557     3.84
11       0.6207   0.5243       0.7606     0.7014     3.90
12       0.3571   0.4878       0.2817     0.5102     3.89
13       0.6569   0.6818       0.6338     0.7873     3.13
14       0.3791   0.3537       0.4085     0.5701     3.88
15       0.6667   0.7414       0.6056     0.8054     3.05
16       0.5614   0.7442       0.4507     0.6575     3.03
17       0.6446   0.7800       0.5493     0.7055     3.10
18       0.6446   0.7800       0.5493     0.7055     3.07
21       0.5854   0.6667       0.5217     0.7703     4.11
22       0.1132   0.1000       0.1304     0.3649     4.16
31       0.7213   0.8302       0.6377     0.7622     3.13
32       0.7087   0.7759       0.6522     0.7413     3.12
33       0.1967   0.2264       0.1739     0.3194     3.23
34       0.5882   0.7000       0.5072     0.6573     3.13
41       0.2319   0.2353       0.2286     0.2740     3.79
42       0.2667   0.2727       0.2609     0.3654     3.25
43       0.2745   0.2500       0.3043     0.3019     3.89
45       0.4706   0.7500       0.3429     0.6224     4.00
51       0.5797   0.5882       0.5714     0.5972     3.80
52       0.6618   0.6818       0.6429     0.6806     3.83
53       0.6027   0.5789       0.6286     0.5972     3.94
54       0.6349   0.7143       0.5714     0.6783     4.03
61       0.2424   0.4000       0.1739     0.5192     3.25
62       0.1818   0.1562       0.2174     0.1509     3.91
63       0.5906   0.5570       0.6286     0.5822     3.90
64       0.5455   0.5342       0.5571     0.5548     3.88
66       0.4748   0.4783       0.4714     0.4966     3.92
67       0.4000   0.4000       0.4000     0.4247     3.79
68       0.5814   0.4902       0.7143     0.5068     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.6000   0.5625       0.6429     0.5918     28.14
