
Sample-level average across 5 folds - Epoch 42
Overall Results:
Macro-F1: 0.7053
Macro-Precision: 0.7058
Macro-Recall: 0.7048
Accuracy: 0.7163

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8271   0.8871       0.7746     0.8345     3.02
2        0.6861   0.7121       0.6620     0.7962     3.00
3        0.7600   0.7215       0.8028     0.8356     3.05
4        0.7770   0.7941       0.7606     0.8584     3.11
5        0.5753   0.5600       0.5915     0.7169     3.83
6        0.7034   0.6986       0.7083     0.8080     3.11
7        0.5035   0.5000       0.5070     0.6758     3.88
8        0.5926   0.6250       0.5634     0.7511     3.91
9        0.7483   0.7237       0.7746     0.8326     3.12
10       0.5714   0.5797       0.5634     0.7285     3.84
11       0.5839   0.5222       0.6620     0.6968     3.90
12       0.6504   0.7692       0.5634     0.7075     3.89
13       0.7259   0.7656       0.6901     0.8326     3.13
14       0.6667   0.6118       0.7324     0.7647     3.88
15       0.8027   0.7763       0.8310     0.8688     3.05
16       0.7727   0.8361       0.7183     0.7945     3.03
17       0.7218   0.7742       0.6761     0.7466     3.10
18       0.8000   0.8116       0.7887     0.8082     3.07
21       0.4444   0.6154       0.3478     0.7297     4.11
22       0.4390   0.5000       0.3913     0.6892     4.16
31       0.7634   0.8065       0.7246     0.7832     3.13
32       0.7286   0.7183       0.7391     0.7343     3.12
33       0.4962   0.5156       0.4783     0.5347     3.23
34       0.7727   0.8095       0.7391     0.7902     3.13
41       0.5290   0.4824       0.5857     0.5000     3.79
42       0.5909   0.6190       0.5652     0.6538     3.25
43       0.5091   0.4375       0.6087     0.4906     3.89
45       0.5385   0.5833       0.5000     0.5804     4.00
51       0.7483   0.7143       0.7857     0.7431     3.80
52       0.7111   0.7385       0.6857     0.7292     3.83
53       0.6667   0.6765       0.6571     0.6806     3.94
54       0.6761   0.6667       0.6857     0.6783     4.03
61       0.5128   0.6250       0.4348     0.6346     3.25
62       0.3913   0.3913       0.3913     0.4717     3.91
63       0.6714   0.6714       0.6714     0.6849     3.90
64       0.6815   0.7077       0.6571     0.7055     3.88
66       0.5931   0.5733       0.6143     0.5931     3.92
67       0.5899   0.5942       0.5857     0.6096     3.79
68       0.5414   0.5714       0.5143     0.5822     4.01
72       0.4459   0.4231       0.4714     0.4422     62.07
73       0.4143   0.4143       0.4143     0.4422     28.14
