
Sample-level average across 5 folds - Epoch 46
Overall Results:
Macro-F1: 0.7092
Macro-Precision: 0.7103
Macro-Recall: 0.7084
Accuracy: 0.7206

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7761   0.8254       0.7324     0.7842     3.02
2        0.7020   0.6625       0.7465     0.7867     3.00
3        0.7785   0.7436       0.8169     0.8493     3.05
4        0.7445   0.7727       0.7183     0.8402     3.11
5        0.5655   0.5541       0.5775     0.7123     3.83
6        0.7042   0.7143       0.6944     0.8125     3.11
7        0.5468   0.5588       0.5352     0.7123     3.88
8        0.6015   0.6452       0.5634     0.7602     3.91
9        0.6901   0.6901       0.6901     0.8009     3.12
10       0.6087   0.6269       0.5915     0.7557     3.84
11       0.6026   0.5529       0.6620     0.7195     3.90
12       0.6281   0.7600       0.5352     0.6939     3.89
13       0.7324   0.7324       0.7324     0.8281     3.13
14       0.6849   0.6667       0.7042     0.7919     3.88
15       0.7755   0.7500       0.8028     0.8507     3.05
16       0.7576   0.8197       0.7042     0.7808     3.03
17       0.7445   0.7727       0.7183     0.7603     3.10
18       0.7727   0.8361       0.7183     0.7945     3.07
21       0.3429   0.5000       0.2609     0.6892     4.11
22       0.5455   0.5714       0.5217     0.7297     4.16
31       0.7559   0.8276       0.6957     0.7832     3.13
32       0.7101   0.7101       0.7101     0.7203     3.12
33       0.5312   0.5763       0.4928     0.5833     3.23
34       0.7717   0.8448       0.7101     0.7972     3.13
41       0.5695   0.5309       0.6143     0.5548     3.79
42       0.6977   0.7500       0.6522     0.7500     3.25
43       0.5882   0.5357       0.6522     0.6038     3.89
45       0.5185   0.5385       0.5000     0.5455     4.00
51       0.7194   0.7246       0.7143     0.7292     3.80
52       0.7368   0.7778       0.7000     0.7569     3.83
53       0.6525   0.6479       0.6571     0.6597     3.94
54       0.6897   0.6667       0.7143     0.6853     4.03
61       0.5500   0.6471       0.4783     0.6538     3.25
62       0.4348   0.4348       0.4348     0.5094     3.91
63       0.5753   0.5526       0.6000     0.5753     3.90
64       0.6466   0.6825       0.6143     0.6781     3.88
66       0.6301   0.6053       0.6571     0.6276     3.92
67       0.5674   0.5634       0.5714     0.5822     3.79
68       0.6232   0.6324       0.6143     0.6438     4.01
72       0.4823   0.4789       0.4857     0.5034     62.07
73       0.4615   0.4521       0.4714     0.4762     28.14
