
Sample-level average across 5 folds - Epoch 6
Overall Results:
Macro-F1: 0.6700
Macro-Precision: 0.6713
Macro-Recall: 0.6691
Accuracy: 0.6834

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.6875   0.7719       0.6197     0.7122     3.02
2        0.6111   0.6027       0.6197     0.7346     3.00
3        0.6573   0.6528       0.6620     0.7763     3.05
4        0.6466   0.6935       0.6056     0.7854     3.11
5        0.5882   0.6154       0.5634     0.7443     3.83
6        0.5909   0.6500       0.5417     0.7589     3.11
7        0.5106   0.5143       0.5070     0.6849     3.88
8        0.4918   0.5882       0.4225     0.7195     3.91
9        0.6667   0.6866       0.6479     0.7919     3.12
10       0.6000   0.6087       0.5915     0.7466     3.84
11       0.5897   0.5412       0.6479     0.7104     3.90
12       0.6016   0.7115       0.5211     0.6667     3.89
13       0.6176   0.6462       0.5915     0.7647     3.13
14       0.6438   0.6267       0.6620     0.7647     3.88
15       0.6014   0.5972       0.6056     0.7421     3.05
16       0.6504   0.7692       0.5634     0.7055     3.03
17       0.6562   0.7368       0.5915     0.6986     3.10
18       0.7482   0.7647       0.7324     0.7603     3.07
21       0.4390   0.5000       0.3913     0.6892     4.11
22       0.3750   0.3600       0.3913     0.5946     4.16
31       0.6719   0.7288       0.6232     0.7063     3.13
32       0.6452   0.7273       0.5797     0.6923     3.12
33       0.4706   0.5600       0.4058     0.5625     3.23
34       0.6923   0.7377       0.6522     0.7203     3.13
41       0.5034   0.4805       0.5286     0.5000     3.79
42       0.5217   0.5217       0.5217     0.5769     3.25
43       0.5185   0.4516       0.6087     0.5094     3.89
45       0.5921   0.5488       0.6429     0.5664     4.00
51       0.6573   0.6438       0.6714     0.6597     3.80
52       0.6912   0.7121       0.6714     0.7083     3.83
53       0.7297   0.6923       0.7714     0.7222     3.94
54       0.6901   0.6806       0.7000     0.6923     4.03
61       0.4091   0.4286       0.3913     0.5000     3.25
62       0.4583   0.4400       0.4783     0.5094     3.91
63       0.5455   0.5342       0.5571     0.5548     3.90
64       0.6277   0.6418       0.6143     0.6507     3.88
66       0.6541   0.5843       0.7429     0.6207     3.92
67       0.5946   0.5641       0.6286     0.5890     3.79
68       0.5926   0.6154       0.5714     0.6233     4.01
72       0.4414   0.4267       0.4571     0.4490     62.07
73       0.4648   0.4583       0.4714     0.4830     28.14
