
Sample-level average across 5 folds - Epoch 48
Overall Results:
Macro-F1: 0.7168
Macro-Precision: 0.7163
Macro-Recall: 0.7173
Accuracy: 0.7259

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8060   0.8571       0.7606     0.8129     3.02
2        0.6901   0.6901       0.6901     0.7915     3.00
3        0.7919   0.7564       0.8310     0.8584     3.05
4        0.7606   0.7606       0.7606     0.8447     3.11
5        0.5315   0.5278       0.5352     0.6941     3.83
6        0.7000   0.7206       0.6806     0.8125     3.11
7        0.6053   0.5679       0.6479     0.7260     3.88
8        0.5735   0.6000       0.5493     0.7376     3.91
9        0.7671   0.7467       0.7887     0.8462     3.12
10       0.5957   0.6000       0.5915     0.7421     3.84
11       0.6369   0.5814       0.7042     0.7421     3.90
12       0.6508   0.7455       0.5775     0.7007     3.89
13       0.7518   0.7571       0.7465     0.8416     3.13
14       0.6797   0.6341       0.7324     0.7783     3.88
15       0.7682   0.7250       0.8169     0.8416     3.05
16       0.8000   0.8438       0.7606     0.8151     3.03
17       0.7536   0.7761       0.7324     0.7671     3.10
18       0.8369   0.8429       0.8310     0.8425     3.07
21       0.3333   0.4615       0.2609     0.6757     4.11
22       0.5116   0.5500       0.4783     0.7162     4.16
31       0.7519   0.7812       0.7246     0.7692     3.13
32       0.7714   0.7606       0.7826     0.7762     3.12
33       0.5429   0.5352       0.5507     0.5556     3.23
34       0.8235   0.8358       0.8116     0.8322     3.13
41       0.5605   0.5057       0.6286     0.5274     3.79
42       0.5909   0.6190       0.5652     0.6538     3.25
43       0.5818   0.5000       0.6957     0.5660     3.89
45       0.5652   0.5735       0.5571     0.5804     4.00
51       0.7376   0.7324       0.7429     0.7431     3.80
52       0.7536   0.7647       0.7429     0.7639     3.83
53       0.7183   0.7083       0.7286     0.7222     3.94
54       0.7297   0.6923       0.7714     0.7203     4.03
61       0.4324   0.5714       0.3478     0.5962     3.25
62       0.4167   0.4000       0.4348     0.4717     3.91
63       0.6619   0.6667       0.6571     0.6781     3.90
64       0.6861   0.7015       0.6714     0.7055     3.88
66       0.6144   0.5663       0.6714     0.5931     3.92
67       0.5775   0.5694       0.5857     0.5890     3.79
68       0.5547   0.5672       0.5429     0.5822     4.01
72       0.5063   0.4545       0.5714     0.4694     62.07
73       0.4173   0.4203       0.4143     0.4490     28.14
