
Variant-level average across 5 folds - Epoch 40
Overall Results:
Macro-F1: 0.6330
Macro-Precision: 0.6326
Macro-Recall: 0.6334
Accuracy: 0.6447

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8682   0.9655       0.7887     0.8777     3.02
2        0.6479   0.6479       0.6479     0.7630     3.00
3        0.7403   0.6867       0.8028     0.8174     3.05
4        0.7500   0.8421       0.6761     0.8539     3.11
5        0.3916   0.3889       0.3944     0.6027     3.83
6        0.7170   0.6552       0.7917     0.7991     3.11
7        0.3926   0.3478       0.4507     0.5479     3.88
8        0.2190   0.2273       0.2113     0.5158     3.91
9        0.6301   0.6133       0.6479     0.7557     3.12
10       0.5289   0.6400       0.4507     0.7421     3.84
11       0.6087   0.4956       0.7887     0.6742     3.90
12       0.4407   0.5532       0.3662     0.5510     3.89
13       0.7101   0.7313       0.6901     0.8190     3.13
14       0.5000   0.4409       0.5775     0.6290     3.88
15       0.7261   0.6628       0.8028     0.8054     3.05
16       0.7692   0.8475       0.7042     0.7945     3.03
17       0.8092   0.8833       0.7465     0.8288     3.10
18       0.7538   0.8305       0.6901     0.7808     3.07
21       0.5455   0.5714       0.5217     0.7297     4.11
22       0.1935   0.1538       0.2609     0.3243     4.16
31       0.8321   0.8382       0.8261     0.8392     3.13
32       0.7761   0.8000       0.7536     0.7902     3.12
33       0.2556   0.2656       0.2464     0.3125     3.23
34       0.7258   0.8182       0.6522     0.7622     3.13
41       0.2838   0.2692       0.3000     0.2740     3.79
42       0.1364   0.1429       0.1304     0.2692     3.25
43       0.1304   0.1304       0.1304     0.2453     3.89
45       0.3889   0.5526       0.3000     0.5385     4.00
51       0.6282   0.5698       0.7000     0.5972     3.80
52       0.7299   0.7463       0.7143     0.7431     3.83
53       0.4823   0.4789       0.4857     0.4931     3.94
54       0.7626   0.7681       0.7571     0.7692     4.03
61       0.5238   0.5789       0.4783     0.6154     3.25
62       0.3830   0.3750       0.3913     0.4528     3.91
63       0.5278   0.5135       0.5429     0.5342     3.90
64       0.7634   0.8197       0.7143     0.7877     3.88
66       0.5357   0.4592       0.6429     0.4621     3.92
67       0.4029   0.4058       0.4000     0.4315     3.79
68       0.5930   0.5000       0.7286     0.5205     4.01
72       0.0000   0.0000       0.0000     0.0068     62.07
73       0.5493   0.5417       0.5571     0.5646     28.14
