
Sample-level average across 5 folds - Epoch 49
Overall Results:
Macro-F1: 0.7191
Macro-Precision: 0.7227
Macro-Recall: 0.7169
Accuracy: 0.7322

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7752   0.8621       0.7042     0.7914     3.02
2        0.6567   0.6984       0.6197     0.7820     3.00
3        0.7518   0.7571       0.7465     0.8402     3.05
4        0.7176   0.7833       0.6620     0.8311     3.11
5        0.6331   0.6471       0.6197     0.7671     3.83
6        0.7681   0.8030       0.7361     0.8571     3.11
7        0.5802   0.6333       0.5352     0.7489     3.88
8        0.6165   0.6613       0.5775     0.7692     3.91
9        0.7143   0.7246       0.7042     0.8190     3.12
10       0.6286   0.6377       0.6197     0.7647     3.84
11       0.5783   0.5053       0.6761     0.6833     3.90
12       0.6379   0.8222       0.5211     0.7143     3.89
13       0.7000   0.7101       0.6901     0.8100     3.13
14       0.7105   0.6667       0.7606     0.8009     3.88
15       0.7970   0.8548       0.7465     0.8778     3.05
16       0.7846   0.8644       0.7183     0.8082     3.03
17       0.7519   0.8065       0.7042     0.7740     3.10
18       0.8062   0.8966       0.7324     0.8288     3.07
21       0.4615   0.5625       0.3913     0.7162     4.11
22       0.4651   0.5000       0.4348     0.6892     4.16
31       0.7786   0.8226       0.7391     0.7972     3.13
32       0.7692   0.8197       0.7246     0.7902     3.12
33       0.5312   0.5763       0.4928     0.5833     3.23
34       0.7407   0.7576       0.7246     0.7552     3.13
41       0.4286   0.4286       0.4286     0.4521     3.79
42       0.7000   0.8235       0.6087     0.7692     3.25
43       0.5600   0.5185       0.6087     0.5849     3.89
45       0.6357   0.6949       0.5857     0.6713     4.00
51       0.6815   0.7077       0.6571     0.7014     3.80
52       0.7287   0.7966       0.6714     0.7569     3.83
53       0.6667   0.7097       0.6286     0.6944     3.94
54       0.6809   0.6761       0.6857     0.6853     4.03
61       0.5116   0.5500       0.4783     0.5962     3.25
62       0.4762   0.5263       0.4348     0.5849     3.91
63       0.6861   0.7015       0.6714     0.7055     3.90
64       0.7246   0.7353       0.7143     0.7397     3.88
66       0.6187   0.6232       0.6143     0.6345     3.92
67       0.6087   0.6176       0.6000     0.6301     3.79
68       0.5468   0.5507       0.5429     0.5685     4.01
72       0.4118   0.4242       0.4000     0.4558     62.07
73       0.5033   0.4691       0.5429     0.4898     28.14
