
Sample-level average across 5 folds - Epoch 15
Overall Results:
Macro-F1: 0.4749
Macro-Precision: 0.5002
Macro-Recall: 0.5001
Accuracy: 0.5561

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.3495   0.5625       0.2535     0.5180     3.02
2        0.2162   0.3000       0.1690     0.5877     3.00
3        0.1600   0.2759       0.1127     0.6164     3.05
4        0.2075   0.3143       0.1549     0.6164     3.11
5        0.2222   0.2826       0.1831     0.5845     3.83
6        0.2000   0.2895       0.1528     0.6071     3.11
7        0.1964   0.2683       0.1549     0.5890     3.88
8        0.3040   0.3519       0.2676     0.6063     3.91
9        0.2735   0.3478       0.2254     0.6154     3.12
10       0.2560   0.2963       0.2254     0.5792     3.84
11       0.3455   0.4872       0.2676     0.6742     3.90
12       0.2444   0.5789       0.1549     0.5374     3.89
13       0.1982   0.2750       0.1549     0.5973     3.13
14       0.2261   0.2955       0.1831     0.5973     3.88
15       0.2586   0.3333       0.2113     0.6109     3.05
16       0.2828   0.5000       0.1972     0.5137     3.03
17       0.2970   0.5000       0.2113     0.5137     3.10
18       0.3846   0.6061       0.2817     0.5616     3.07
21       0.3182   0.3333       0.3043     0.5946     4.11
22       0.1622   0.2143       0.1304     0.5811     4.16
31       0.1538   0.3182       0.1014     0.4615     3.13
32       0.2708   0.4815       0.1884     0.5105     3.12
33       0.1379   0.3333       0.0870     0.4792     3.23
34       0.3093   0.5357       0.2174     0.5315     3.13
41       0.3238   0.4857       0.2429     0.5137     3.79
42       0.2857   0.4167       0.2174     0.5192     3.25
43       0.3077   0.3750       0.2609     0.4906     3.89
45       0.2105   0.4000       0.1429     0.4755     4.00
51       0.2692   0.4118       0.2000     0.4722     3.80
52       0.2449   0.4286       0.1714     0.4861     3.83
53       0.2316   0.4400       0.1571     0.4931     3.94
54       0.3462   0.5294       0.2571     0.5245     4.03
61       0.4324   0.5714       0.3478     0.5962     3.25
62       0.3333   0.7143       0.2174     0.6226     3.91
63       0.4854   0.7576       0.3571     0.6370     3.90
64       0.3364   0.4865       0.2571     0.5137     3.88
66       0.2151   0.4348       0.1429     0.4966     3.92
67       0.3585   0.5278       0.2714     0.5342     3.79
68       0.2600   0.4333       0.1857     0.4932     4.01
72       0.1923   0.2941       0.1429     0.4286     62.07
73       0.3077   0.4706       0.2286     0.5102     28.14
