
Variant-level average across 5 folds - Epoch 45
Overall Results:
Macro-F1: 0.4520
Macro-Precision: 0.4827
Macro-Recall: 0.4902
Accuracy: 0.5534

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.0000   0.0000       0.0000     0.1871     3.02
2        0.7966   1.0000       0.6620     0.8863     3.00
3        0.0000   0.0000       0.0000     0.6758     3.05
4        0.0000   0.0000       0.0000     0.2557     3.11
5        0.0000   0.0000       0.0000     0.6758     3.83
6        0.0000   0.0000       0.0000     0.6786     3.11
7        0.0000   0.0000       0.0000     0.6758     3.88
8        0.0000   0.0000       0.0000     0.6787     3.91
9        0.0000   0.0000       0.0000     0.6787     3.12
10       0.0000   0.0000       0.0000     0.6787     3.84
11       0.0000   0.0000       0.0000     0.6787     3.90
12       0.0000   0.0000       0.0000     0.5170     3.89
13       0.8264   1.0000       0.7042     0.9050     3.13
14       0.0000   0.0000       0.0000     0.6787     3.88
15       0.0000   0.0000       0.0000     0.6787     3.05
16       0.0000   0.0000       0.0000     0.5137     3.03
17       0.0000   0.0000       0.0000     0.1918     3.10
18       0.0000   0.0000       0.0000     0.5137     3.07
21       0.0000   0.0000       0.0000     0.6892     4.11
22       0.0000   0.0000       0.0000     0.0000     4.16
31       0.0000   0.0000       0.0000     0.5175     3.13
32       0.0000   0.0000       0.0000     0.5175     3.12
33       0.0000   0.0000       0.0000     0.5208     3.23
34       0.0165   0.0192       0.0145     0.1678     3.13
41       0.0000   0.0000       0.0000     0.5205     3.79
42       0.8205   1.0000       0.6957     0.8654     3.25
43       0.0000   0.0000       0.0000     0.0000     3.89
45       0.0000   0.0000       0.0000     0.5105     4.00
51       0.0000   0.0000       0.0000     0.5139     3.80
52       0.0000   0.0000       0.0000     0.5139     3.83
53       1.0000   1.0000       1.0000     1.0000     3.94
54       0.0000   0.0000       0.0000     0.5105     4.03
61       0.0000   0.0000       0.0000     0.5577     3.25
62       0.0000   0.0000       0.0000     0.0000     3.91
63       1.0000   1.0000       1.0000     1.0000     3.90
64       0.0000   0.0000       0.0000     0.0000     3.88
66       0.0000   0.0000       0.0000     0.5172     3.92
67       0.0000   0.0000       0.0000     0.5205     3.79
68       0.6481   0.4795       1.0000     0.4795     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.6452   0.4762       1.0000     0.4762     28.14
