
Variant-level average across 5 folds - Epoch 4
Overall Results:
Macro-F1: 0.4080
Macro-Precision: 0.4083
Macro-Recall: 0.4078
Accuracy: 0.4269

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        1.0000   1.0000       1.0000     1.0000     3.02
2        0.0000   0.0000       0.0000     0.0000     3.00
3        0.0000   0.0000       0.0000     0.6758     3.05
4        0.0000   0.0000       0.0000     0.6758     3.11
5        0.0000   0.0000       0.0000     0.0000     3.83
6        0.0000   0.0000       0.0000     0.0000     3.11
7        0.0000   0.0000       0.0000     0.0000     3.88
8        0.0000   0.0000       0.0000     0.0000     3.91
9        0.0000   0.0000       0.0000     0.0000     3.12
10       0.0000   0.0000       0.0000     0.6787     3.84
11       0.4863   0.3213       1.0000     0.3213     3.90
12       0.0000   0.0000       0.0000     0.0000     3.89
13       0.0000   0.0000       0.0000     0.6787     3.13
14       0.0000   0.0000       0.0000     0.0000     3.88
15       1.0000   1.0000       1.0000     1.0000     3.05
16       0.0000   0.0000       0.0000     0.0000     3.03
17       1.0000   1.0000       1.0000     1.0000     3.10
18       0.0000   0.0000       0.0000     0.0000     3.07
21       1.0000   1.0000       1.0000     1.0000     4.11
22       1.0000   1.0000       1.0000     1.0000     4.16
31       0.0000   0.0000       0.0000     0.5175     3.13
32       1.0000   1.0000       1.0000     1.0000     3.12
33       0.0000   0.0000       0.0000     0.0000     3.23
34       0.0000   0.0000       0.0000     0.5175     3.13
41       0.0000   0.0000       0.0000     0.0000     3.79
42       0.0000   0.0000       0.0000     0.5577     3.25
43       0.0000   0.0000       0.0000     0.5660     3.89
45       0.6573   0.4895       1.0000     0.4895     4.00
51       0.0000   0.0000       0.0000     0.5139     3.80
52       0.6542   0.4861       1.0000     0.4861     3.83
53       0.0000   0.0000       0.0000     0.5139     3.94
54       0.6573   0.4895       1.0000     0.4895     4.03
61       1.0000   1.0000       1.0000     1.0000     3.25
62       1.0000   1.0000       1.0000     1.0000     3.91
63       0.0000   0.0000       0.0000     0.5205     3.90
64       0.0000   0.0000       0.0000     0.5205     3.88
66       0.6512   0.4828       1.0000     0.4828     3.92
67       1.0000   1.0000       1.0000     1.0000     3.79
68       0.0000   0.0000       0.0000     0.5205     4.01
72       0.0000   0.0000       0.0000     0.5238     62.07
73       0.0000   0.0000       0.0000     0.5238     28.14
