
Sample-level average across 5 folds - Epoch 40
Overall Results:
Macro-F1: 0.4691
Macro-Precision: 0.5039
Macro-Recall: 0.5023
Accuracy: 0.5634

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.1379   0.3750       0.0845     0.4604     3.02
2        0.1633   0.2963       0.1127     0.6114     3.00
3        0.2222   0.3243       0.1690     0.6164     3.05
4        0.1961   0.3226       0.1408     0.6256     3.11
5        0.2569   0.3684       0.1972     0.6301     3.83
6        0.1905   0.3030       0.1389     0.6205     3.11
7        0.1947   0.2619       0.1549     0.5845     3.88
8        0.3559   0.4468       0.2958     0.6561     3.91
9        0.1667   0.3200       0.1127     0.6380     3.12
10       0.2609   0.3409       0.2113     0.6154     3.84
11       0.2105   0.2791       0.1690     0.5928     3.90
12       0.2330   0.3750       0.1690     0.4626     3.89
13       0.1414   0.2500       0.0986     0.6154     3.13
14       0.2308   0.3636       0.1690     0.6380     3.88
15       0.2500   0.3939       0.1831     0.6471     3.05
16       0.2553   0.5217       0.1690     0.5205     3.03
17       0.1647   0.5000       0.0986     0.5137     3.10
18       0.2299   0.6250       0.1408     0.5411     3.07
21       0.2105   0.2667       0.1739     0.5946     4.11
22       0.2326   0.2500       0.2174     0.5541     4.16
31       0.3505   0.6071       0.2464     0.5594     3.13
32       0.2045   0.4737       0.1304     0.5105     3.12
33       0.2637   0.5455       0.1739     0.5347     3.23
34       0.2680   0.4643       0.1884     0.5035     3.13
41       0.3333   0.4737       0.2571     0.5068     3.79
42       0.2667   0.5714       0.1739     0.5769     3.25
43       0.2069   0.5000       0.1304     0.5660     3.89
45       0.2857   0.5000       0.2000     0.5105     4.00
51       0.3178   0.4595       0.2429     0.4931     3.80
52       0.3600   0.6000       0.2571     0.5556     3.83
53       0.2737   0.5200       0.1857     0.5208     3.94
54       0.2400   0.4000       0.1714     0.4685     4.03
61       0.0000   0.0000       0.0000     0.4423     3.25
62       0.3030   0.5000       0.2174     0.5660     3.91
63       0.1702   0.3333       0.1143     0.4658     3.90
64       0.2796   0.5652       0.1857     0.5411     3.88
66       0.3200   0.5333       0.2286     0.5310     3.92
67       0.1895   0.3600       0.1286     0.4726     3.79
68       0.2449   0.4286       0.1714     0.4932     4.01
72       0.3299   0.5926       0.2286     0.5578     62.07
73       0.3168   0.5161       0.2286     0.5306     28.14
