
Sample-level average across 5 folds - Epoch 6
Overall Results:
Macro-F1: 0.4745
Macro-Precision: 0.4997
Macro-Recall: 0.4998
Accuracy: 0.5558

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.3364   0.5000       0.2535     0.4892     3.02
2        0.2632   0.3488       0.2113     0.6019     3.00
3        0.3051   0.3830       0.2535     0.6256     3.05
4        0.2712   0.3404       0.2254     0.6073     3.11
5        0.2632   0.3488       0.2113     0.6164     3.83
6        0.2143   0.3000       0.1667     0.6071     3.11
7        0.2881   0.3617       0.2394     0.6164     3.88
8        0.1386   0.2333       0.0986     0.6063     3.91
9        0.3158   0.4186       0.2535     0.6471     3.12
10       0.1786   0.2439       0.1408     0.5837     3.84
11       0.2295   0.2745       0.1972     0.5747     3.90
12       0.3604   0.5000       0.2817     0.5170     3.89
13       0.1942   0.3125       0.1408     0.6244     3.13
14       0.2540   0.2909       0.2254     0.5747     3.88
15       0.2667   0.3265       0.2254     0.6018     3.05
16       0.3303   0.4737       0.2535     0.5000     3.03
17       0.3299   0.6154       0.2254     0.5548     3.10
18       0.1875   0.3600       0.1268     0.4658     3.07
21       0.0606   0.1000       0.0435     0.5811     4.11
22       0.2500   0.4444       0.1739     0.6757     4.16
31       0.2637   0.5455       0.1739     0.5315     3.13
32       0.2198   0.4545       0.1449     0.5035     3.12
33       0.3158   0.5769       0.2174     0.5486     3.23
34       0.2128   0.4000       0.1449     0.4825     3.13
41       0.1649   0.2963       0.1143     0.4452     3.79
42       0.0690   0.1667       0.0435     0.4808     3.25
43       0.2500   0.4444       0.1739     0.5472     3.89
45       0.3000   0.5000       0.2143     0.5105     4.00
51       0.2062   0.3704       0.1429     0.4653     3.80
52       0.2222   0.3793       0.1571     0.4653     3.83
53       0.3725   0.5938       0.2714     0.5556     3.94
54       0.2947   0.5600       0.2000     0.5315     4.03
61       0.3333   0.4615       0.2609     0.5385     3.25
62       0.2564   0.3125       0.2174     0.4528     3.91
63       0.2178   0.3548       0.1571     0.4589     3.90
64       0.3178   0.4595       0.2429     0.5000     3.88
66       0.2947   0.5600       0.2000     0.5379     3.92
67       0.2449   0.4286       0.1714     0.4932     3.79
68       0.3810   0.5714       0.2857     0.5548     4.01
72       0.4299   0.6216       0.3286     0.5850     62.07
73       0.2708   0.5000       0.1857     0.5238     28.14
