
Sample-level average across 5 folds - Epoch 23
Overall Results:
Macro-F1: 0.5000
Macro-Precision: 0.5001
Macro-Recall: 0.5001
Accuracy: 0.5188

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.5180   0.5294       0.5070     0.5180     3.02
2        0.3506   0.3253       0.3803     0.5261     3.00
3        0.3537   0.3421       0.3662     0.5662     3.05
4        0.3529   0.3293       0.3803     0.5479     3.11
5        0.3500   0.3146       0.3944     0.5251     3.83
6        0.3067   0.2949       0.3194     0.5357     3.11
7        0.3522   0.3182       0.3944     0.5297     3.88
8        0.3355   0.3095       0.3662     0.5339     3.91
9        0.4250   0.3820       0.4789     0.5837     3.12
10       0.3133   0.2737       0.3662     0.4842     3.84
11       0.4099   0.3667       0.4648     0.5701     3.90
12       0.4769   0.5254       0.4366     0.5374     3.89
13       0.2937   0.2917       0.2958     0.5430     3.13
14       0.3432   0.2959       0.4085     0.4977     3.88
15       0.3758   0.3298       0.4366     0.5339     3.05
16       0.4672   0.4848       0.4507     0.5000     3.03
17       0.4882   0.5536       0.4366     0.5548     3.10
18       0.4496   0.5000       0.4085     0.5137     3.07
21       0.2963   0.2581       0.3478     0.4865     4.11
22       0.3043   0.3043       0.3043     0.5676     4.16
31       0.3363   0.4318       0.2754     0.4755     3.13
32       0.3898   0.4694       0.3333     0.4965     3.12
33       0.3717   0.4773       0.3043     0.5069     3.23
34       0.4098   0.4717       0.3623     0.4965     3.13
41       0.3788   0.4032       0.3571     0.4384     3.79
42       0.2927   0.3333       0.2609     0.4423     3.25
43       0.4167   0.4000       0.4348     0.4717     3.89
45       0.4000   0.4545       0.3571     0.4755     4.00
51       0.3664   0.3934       0.3429     0.4236     3.80
52       0.3622   0.4035       0.3286     0.4375     3.83
53       0.4724   0.5263       0.4286     0.5347     3.94
54       0.4961   0.5424       0.4571     0.5455     4.03
61       0.5600   0.5185       0.6087     0.5769     3.25
62       0.4348   0.4348       0.4348     0.5094     3.91
63       0.5373   0.5625       0.5143     0.5753     3.90
64       0.4861   0.4730       0.5000     0.4932     3.88
66       0.4068   0.5000       0.3429     0.5172     3.92
67       0.4627   0.4844       0.4429     0.5068     3.79
68       0.4889   0.5077       0.4714     0.5274     4.01
72       0.4681   0.4648       0.4714     0.4898     62.07
73       0.4462   0.4833       0.4143     0.5102     28.14
