
Variant-level average across 5 folds - Epoch 14
Overall Results:
Macro-F1: 0.4150
Macro-Precision: 0.5034
Macro-Recall: 0.5008
Accuracy: 0.5834

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.0000   0.0000       0.0000     0.4892     3.02
2        0.0000   0.0000       0.0000     0.5877     3.00
3        0.0000   0.0000       0.0000     0.6758     3.05
4        0.0000   0.0000       0.0000     0.6758     3.11
5        0.0000   0.0000       0.0000     0.6758     3.83
6        0.0000   0.0000       0.0000     0.5893     3.11
7        0.0000   0.0000       0.0000     0.6758     3.88
8        0.0000   0.0000       0.0000     0.3303     3.91
9        0.0000   0.0000       0.0000     0.5747     3.12
10       0.0000   0.0000       0.0000     0.6787     3.84
11       0.0000   0.0000       0.0000     0.6787     3.90
12       0.0000   0.0000       0.0000     0.4286     3.89
13       0.0000   0.0000       0.0000     0.6787     3.13
14       0.0000   0.0000       0.0000     0.6787     3.88
15       0.1795   1.0000       0.0986     0.7104     3.05
16       0.0000   0.0000       0.0000     0.4658     3.03
17       0.0000   0.0000       0.0000     0.5137     3.10
18       0.0000   0.0000       0.0000     0.4521     3.07
21       0.0000   0.0000       0.0000     0.6892     4.11
22       0.7895   1.0000       0.6522     0.8919     4.16
31       0.0000   0.0000       0.0000     0.5175     3.13
32       0.1600   1.0000       0.0870     0.5594     3.12
33       0.0000   0.0000       0.0000     0.5208     3.23
34       0.0000   0.0000       0.0000     0.5175     3.13
41       0.0000   0.0000       0.0000     0.5205     3.79
42       0.0000   0.0000       0.0000     0.5577     3.25
43       0.0000   0.0000       0.0000     0.5660     3.89
45       0.5070   0.5000       0.5143     0.5105     4.00
51       0.0000   0.0000       0.0000     0.5139     3.80
52       0.2716   1.0000       0.1571     0.5903     3.83
53       0.0000   0.0000       0.0000     0.5139     3.94
54       0.0000   0.0000       0.0000     0.5105     4.03
61       0.0000   0.0000       0.0000     0.5577     3.25
62       0.4667   1.0000       0.3043     0.6981     3.91
63       0.0000   0.0000       0.0000     0.5205     3.90
64       0.0000   0.0000       0.0000     0.5205     3.88
66       0.0000   0.0000       0.0000     0.4345     3.92
67       0.0000   0.0000       0.0000     0.5205     3.79
68       0.0000   0.0000       0.0000     0.5205     4.01
72       0.9855   1.0000       0.9714     0.9864     62.07
73       0.0000   0.0000       0.0000     0.5238     28.14
