
Sample-level average across 5 folds - Epoch 18
Overall Results:
Macro-F1: 0.7009
Macro-Precision: 0.7027
Macro-Recall: 0.6997
Accuracy: 0.7134

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7258   0.8491       0.6338     0.7554     3.02
2        0.6714   0.6812       0.6620     0.7820     3.00
3        0.7200   0.6835       0.7606     0.8082     3.05
4        0.6923   0.7627       0.6338     0.8174     3.11
5        0.5970   0.6349       0.5634     0.7534     3.83
6        0.6815   0.7302       0.6389     0.8080     3.11
7        0.5571   0.5652       0.5493     0.7169     3.88
8        0.5865   0.6290       0.5493     0.7511     3.91
9        0.7000   0.7101       0.6901     0.8100     3.12
10       0.5606   0.6066       0.5211     0.7376     3.84
11       0.6258   0.5543       0.7183     0.7240     3.90
12       0.6218   0.7708       0.5211     0.6939     3.89
13       0.7234   0.7286       0.7183     0.8235     3.13
14       0.6577   0.6282       0.6901     0.7692     3.88
15       0.7297   0.7013       0.7606     0.8190     3.05
16       0.7680   0.8889       0.6761     0.8014     3.03
17       0.7402   0.8393       0.6620     0.7740     3.10
18       0.7770   0.7941       0.7606     0.7877     3.07
21       0.3415   0.3889       0.3043     0.6351     4.11
22       0.4444   0.4545       0.4348     0.6622     4.16
31       0.7402   0.8103       0.6812     0.7692     3.13
32       0.6829   0.7778       0.6087     0.7273     3.12
33       0.4333   0.5098       0.3768     0.5278     3.23
34       0.6825   0.7544       0.6232     0.7203     3.13
41       0.5655   0.5467       0.5857     0.5685     3.79
42       0.5714   0.6316       0.5217     0.6538     3.25
43       0.5385   0.4828       0.6087     0.5472     3.89
45       0.5606   0.5968       0.5286     0.5944     4.00
51       0.7194   0.7246       0.7143     0.7292     3.80
52       0.6815   0.7077       0.6571     0.7014     3.83
53       0.7007   0.7164       0.6857     0.7153     3.94
54       0.6761   0.6667       0.6857     0.6783     4.03
61       0.5366   0.6111       0.4783     0.6346     3.25
62       0.4906   0.4333       0.5652     0.4906     3.91
63       0.5882   0.6061       0.5714     0.6164     3.90
64       0.6993   0.6849       0.7143     0.7055     3.88
66       0.6259   0.5974       0.6571     0.6207     3.92
67       0.6294   0.6164       0.6429     0.6370     3.79
68       0.6395   0.6104       0.6714     0.6370     4.01
72       0.4384   0.4211       0.4571     0.4422     62.07
73       0.5217   0.4615       0.6000     0.4762     28.14
