
Sample-level average across 5 folds - Epoch 37
Overall Results:
Macro-F1: 0.7127
Macro-Precision: 0.7154
Macro-Recall: 0.7109
Accuracy: 0.7255

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7820   0.8387       0.7324     0.7914     3.02
2        0.6993   0.6944       0.7042     0.7962     3.00
3        0.7733   0.7342       0.8169     0.8447     3.05
4        0.7852   0.8281       0.7465     0.8676     3.11
5        0.6222   0.6562       0.5915     0.7671     3.83
6        0.7153   0.7538       0.6806     0.8259     3.11
7        0.5693   0.5909       0.5493     0.7306     3.88
8        0.5564   0.5968       0.5211     0.7330     3.91
9        0.7571   0.7681       0.7465     0.8462     3.12
10       0.5441   0.5692       0.5211     0.7195     3.84
11       0.6460   0.5778       0.7324     0.7421     3.90
12       0.6560   0.7593       0.5775     0.7075     3.89
13       0.7568   0.7273       0.7887     0.8371     3.13
14       0.7361   0.7260       0.7465     0.8281     3.88
15       0.7413   0.7361       0.7465     0.8326     3.05
16       0.6935   0.8113       0.6056     0.7397     3.03
17       0.7143   0.8182       0.6338     0.7534     3.10
18       0.7669   0.8226       0.7183     0.7877     3.07
21       0.3158   0.4000       0.2609     0.6486     4.11
22       0.4103   0.5000       0.3478     0.6892     4.16
31       0.7213   0.8302       0.6377     0.7622     3.13
32       0.7287   0.7833       0.6812     0.7552     3.12
33       0.4915   0.5918       0.4203     0.5833     3.23
34       0.7344   0.7966       0.6812     0.7622     3.13
41       0.5325   0.4881       0.5857     0.5068     3.79
42       0.6154   0.7500       0.5217     0.7115     3.25
43       0.4681   0.4583       0.4783     0.5283     3.89
45       0.6761   0.6667       0.6857     0.6783     4.00
51       0.6617   0.6984       0.6286     0.6875     3.80
52       0.7445   0.7612       0.7286     0.7569     3.83
53       0.7111   0.7385       0.6857     0.7292     3.94
54       0.6861   0.7015       0.6714     0.6993     4.03
61       0.6190   0.6842       0.5652     0.6923     3.25
62       0.4000   0.4091       0.3913     0.4906     3.91
63       0.6331   0.6377       0.6286     0.6507     3.90
64       0.6853   0.6712       0.7000     0.6918     3.88
66       0.5957   0.5915       0.6000     0.6069     3.92
67       0.6434   0.6301       0.6571     0.6507     3.79
68       0.5693   0.5821       0.5571     0.5959     4.01
72       0.3609   0.3810       0.3429     0.4218     62.07
73       0.4626   0.4416       0.4857     0.4626     28.14
