
Sample-level average across 5 folds - Epoch 13
Overall Results:
Macro-F1: 0.6944
Macro-Precision: 0.6963
Macro-Recall: 0.6931
Accuracy: 0.7073

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7424   0.8033       0.6901     0.7554     3.02
2        0.6475   0.6618       0.6338     0.7678     3.00
3        0.7286   0.7391       0.7183     0.8265     3.05
4        0.6769   0.7458       0.6197     0.8082     3.11
5        0.6107   0.6667       0.5634     0.7671     3.83
6        0.6222   0.6667       0.5833     0.7723     3.11
7        0.5000   0.5072       0.4930     0.6804     3.88
8        0.5373   0.5714       0.5070     0.7195     3.91
9        0.6714   0.6812       0.6620     0.7919     3.12
10       0.5985   0.6212       0.5775     0.7511     3.84
11       0.6410   0.5882       0.7042     0.7466     3.90
12       0.7200   0.8333       0.6338     0.7619     3.89
13       0.6761   0.6761       0.6761     0.7919     3.13
14       0.6667   0.6866       0.6479     0.7919     3.88
15       0.6849   0.6667       0.7042     0.7919     3.05
16       0.7000   0.8571       0.5915     0.7534     3.03
17       0.6720   0.7778       0.5915     0.7192     3.10
18       0.7023   0.7667       0.6479     0.7329     3.07
21       0.4286   0.4737       0.3913     0.6757     4.11
22       0.3556   0.3636       0.3478     0.6081     4.16
31       0.7538   0.8033       0.7101     0.7762     3.13
32       0.6992   0.7963       0.6232     0.7413     3.12
33       0.4463   0.5192       0.3913     0.5347     3.23
34       0.6462   0.6885       0.6087     0.6783     3.13
41       0.5359   0.4940       0.5857     0.5137     3.79
42       0.3415   0.3889       0.3043     0.4808     3.25
43       0.5357   0.4545       0.6522     0.5094     3.89
45       0.5517   0.5333       0.5714     0.5455     4.00
51       0.7172   0.6933       0.7429     0.7153     3.80
52       0.7681   0.7794       0.7571     0.7778     3.83
53       0.6818   0.7258       0.6429     0.7083     3.94
54       0.7183   0.7083       0.7286     0.7203     4.03
61       0.5581   0.6000       0.5217     0.6346     3.25
62       0.4815   0.4194       0.5652     0.4717     3.91
63       0.6519   0.6769       0.6286     0.6781     3.90
64       0.7259   0.7538       0.7000     0.7466     3.88
66       0.6581   0.6000       0.7286     0.6345     3.92
67       0.6715   0.6866       0.6571     0.6918     3.79
68       0.5753   0.5526       0.6000     0.5753     4.01
72       0.4028   0.3919       0.4143     0.4150     62.07
73       0.5132   0.4756       0.5571     0.4966     28.14
