
Variant-level average across 5 folds - Epoch 39
Overall Results:
Macro-F1: 0.6368
Macro-Precision: 0.6361
Macro-Recall: 0.6380
Accuracy: 0.6469

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7794   0.8154       0.7465     0.7842     3.02
2        0.7582   0.7073       0.8169     0.8246     3.00
3        0.7950   0.7111       0.9014     0.8493     3.05
4        0.6923   0.7627       0.6338     0.8174     3.11
5        0.4348   0.4478       0.4225     0.6438     3.83
6        0.6923   0.6429       0.7500     0.7857     3.11
7        0.4575   0.4268       0.4930     0.6210     3.88
8        0.1912   0.2000       0.1831     0.5023     3.91
9        0.6174   0.5897       0.6479     0.7421     3.12
10       0.6165   0.6613       0.5775     0.7692     3.84
11       0.6108   0.5312       0.7183     0.7059     3.90
12       0.4806   0.5345       0.4366     0.5442     3.89
13       0.7123   0.6933       0.7324     0.8100     3.13
14       0.5101   0.4872       0.5352     0.6697     3.88
15       0.7763   0.7284       0.8310     0.8462     3.05
16       0.7132   0.7931       0.6479     0.7466     3.03
17       0.7704   0.8125       0.7324     0.7877     3.10
18       0.7101   0.7313       0.6901     0.7260     3.07
21       0.2500   0.4444       0.1739     0.6757     4.11
22       0.2857   0.2250       0.3913     0.3919     4.16
31       0.7883   0.7941       0.7826     0.7972     3.13
32       0.8209   0.8462       0.7971     0.8322     3.12
33       0.2381   0.2632       0.2174     0.3333     3.23
34       0.7143   0.7895       0.6522     0.7483     3.13
41       0.2685   0.2532       0.2857     0.2534     3.79
42       0.2000   0.1852       0.2174     0.2308     3.25
43       0.2745   0.2500       0.3043     0.3019     3.89
45       0.4685   0.6341       0.3714     0.5874     4.00
51       0.5769   0.5233       0.6429     0.5417     3.80
52       0.7681   0.7794       0.7571     0.7778     3.83
53       0.6234   0.5714       0.6857     0.5972     3.94
54       0.7097   0.8148       0.6286     0.7483     4.03
61       0.5778   0.5909       0.5652     0.6346     3.25
62       0.3158   0.2647       0.3913     0.2642     3.91
63       0.6289   0.5618       0.7143     0.5959     3.90
64       0.6241   0.6197       0.6286     0.6370     3.88
66       0.4684   0.4205       0.5286     0.4207     3.92
67       0.4901   0.4568       0.5286     0.4726     3.79
68       0.6444   0.5273       0.8286     0.5616     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.5419   0.4941       0.6000     0.5170     28.14
