
Variant-level average across 5 folds - Epoch 49
Overall Results:
Macro-F1: 0.6383
Macro-Precision: 0.6383
Macro-Recall: 0.6383
Accuracy: 0.6509

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8421   0.9032       0.7887     0.8489     3.02
2        0.7568   0.7273       0.7887     0.8294     3.00
3        0.7582   0.7073       0.8169     0.8311     3.05
4        0.7344   0.8246       0.6620     0.8447     3.11
5        0.4789   0.4789       0.4789     0.6621     3.83
6        0.7347   0.7200       0.7500     0.8259     3.11
7        0.3926   0.3478       0.4507     0.5479     3.88
8        0.3172   0.3108       0.3239     0.5520     3.91
9        0.6761   0.6761       0.6761     0.7919     3.12
10       0.5891   0.6552       0.5352     0.7602     3.84
11       0.6024   0.5263       0.7042     0.7014     3.90
12       0.3571   0.4878       0.2817     0.5102     3.89
13       0.7133   0.7083       0.7183     0.8145     3.13
14       0.4881   0.4227       0.5775     0.6109     3.88
15       0.7183   0.7183       0.7183     0.8190     3.05
16       0.7752   0.8621       0.7042     0.8014     3.03
17       0.7971   0.8209       0.7746     0.8082     3.10
18       0.7500   0.8421       0.6761     0.7808     3.07
21       0.3158   0.4000       0.2609     0.6486     4.11
22       0.1695   0.1389       0.2174     0.3378     4.16
31       0.7786   0.8226       0.7391     0.7972     3.13
32       0.7231   0.7705       0.6812     0.7483     3.12
33       0.2114   0.2407       0.1884     0.3264     3.23
34       0.7059   0.7164       0.6957     0.7203     3.13
41       0.2794   0.2879       0.2714     0.3288     3.79
42       0.2128   0.2083       0.2174     0.2885     3.25
43       0.3077   0.2759       0.3478     0.3208     3.89
45       0.3883   0.6061       0.2857     0.5594     4.00
51       0.6753   0.6190       0.7429     0.6528     3.80
52       0.6866   0.7188       0.6571     0.7083     3.83
53       0.5286   0.5286       0.5286     0.5417     3.94
54       0.7591   0.7761       0.7429     0.7692     4.03
61       0.3721   0.4000       0.3478     0.4808     3.25
62       0.3404   0.3333       0.3478     0.4151     3.91
63       0.5890   0.5658       0.6143     0.5890     3.90
64       0.6667   0.6486       0.6857     0.6712     3.88
66       0.5185   0.4565       0.6000     0.4621     3.92
67       0.4265   0.4394       0.4143     0.4658     3.79
68       0.5939   0.5158       0.7000     0.5411     4.01
72       0.0000   0.0000       0.0000     0.0068     62.07
73       0.5324   0.5362       0.5286     0.5578     28.14
