
Sample-level average across 5 folds - Epoch 31
Overall Results:
Macro-F1: 0.4935
Macro-Precision: 0.5309
Macro-Recall: 0.5194
Accuracy: 0.5772

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.3200   0.5517       0.2254     0.5108     3.02
2        0.2881   0.3617       0.2394     0.6019     3.00
3        0.3509   0.4651       0.2817     0.6621     3.05
4        0.3448   0.4444       0.2817     0.6530     3.11
5        0.3061   0.5556       0.2113     0.6895     3.83
6        0.2222   0.3333       0.1667     0.6250     3.11
7        0.2222   0.5263       0.1408     0.6804     3.88
8        0.1190   0.3846       0.0704     0.6652     3.91
9        0.2830   0.4286       0.2113     0.6561     3.12
10       0.1087   0.2381       0.0704     0.6290     3.84
11       0.2727   0.3846       0.2113     0.6380     3.90
12       0.2830   0.4286       0.2113     0.4830     3.89
13       0.2593   0.3784       0.1972     0.6380     3.13
14       0.2022   0.5000       0.1268     0.6787     3.88
15       0.3193   0.3958       0.2676     0.6335     3.05
16       0.3922   0.6452       0.2817     0.5753     3.03
17       0.3366   0.5667       0.2394     0.5411     3.10
18       0.2474   0.4615       0.1690     0.5000     3.07
21       0.0833   1.0000       0.0435     0.7027     4.11
22       0.1429   0.4000       0.0870     0.6757     4.16
31       0.4074   0.5641       0.3188     0.5524     3.13
32       0.3178   0.4474       0.2464     0.4895     3.12
33       0.1481   0.5000       0.0870     0.5208     3.23
34       0.3061   0.5172       0.2174     0.5245     3.13
41       0.2330   0.3636       0.1714     0.4589     3.79
42       0.1379   0.3333       0.0870     0.5192     3.25
43       0.3784   0.5000       0.3043     0.5660     3.89
45       0.3061   0.5357       0.2143     0.5245     4.00
51       0.2626   0.4483       0.1857     0.4931     3.80
52       0.2474   0.4444       0.1714     0.4931     3.83
53       0.4220   0.5897       0.3286     0.5625     3.94
54       0.2449   0.4286       0.1714     0.4825     4.03
61       0.3333   0.4615       0.2609     0.5385     3.25
62       0.2353   0.3636       0.1739     0.5094     3.91
63       0.2569   0.3590       0.2000     0.4452     3.90
64       0.2931   0.3696       0.2429     0.4384     3.88
66       0.2970   0.4839       0.2143     0.5103     3.92
67       0.3434   0.5862       0.2429     0.5548     3.79
68       0.2609   0.5455       0.1714     0.5342     4.01
72       0.3964   0.5366       0.3143     0.5442     62.07
73       0.3810   0.4286       0.3429     0.4694     28.14
