
Variant-level average across 5 folds - Epoch 12
Overall Results:
Macro-F1: 0.3857
Macro-Precision: 0.3966
Macro-Recall: 0.4699
Accuracy: 0.5500

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.0000   0.0000       0.0000     0.4892     3.02
2        0.0000   0.0000       0.0000     0.4028     3.00
3        0.0759   0.3750       0.0423     0.6667     3.05
4        0.0000   0.0000       0.0000     0.6758     3.11
5        0.0000   0.0000       0.0000     0.6758     3.83
6        0.0462   0.0517       0.0417     0.4464     3.11
7        0.0548   1.0000       0.0282     0.6849     3.88
8        0.0000   0.0000       0.0000     0.6652     3.91
9        0.0000   0.0000       0.0000     0.4299     3.12
10       0.0000   0.0000       0.0000     0.6787     3.84
11       0.0000   0.0000       0.0000     0.6787     3.90
12       0.0645   0.1364       0.0423     0.4082     3.89
13       0.0000   0.0000       0.0000     0.6652     3.13
14       0.0278   1.0000       0.0141     0.6833     3.88
15       0.5049   0.8125       0.3662     0.7692     3.05
16       0.0000   0.0000       0.0000     0.3151     3.03
17       0.0000   0.0000       0.0000     0.5137     3.10
18       0.0000   0.0000       0.0000     0.3082     3.07
21       0.0000   0.0000       0.0000     0.6892     4.11
22       0.0000   0.0000       0.0000     0.6892     4.16
31       0.2353   0.6250       0.1449     0.5455     3.13
32       0.5625   1.0000       0.3913     0.7063     3.12
33       0.0000   0.0000       0.0000     0.5208     3.23
34       0.0000   0.0000       0.0000     0.5175     3.13
41       0.0000   0.0000       0.0000     0.5205     3.79
42       0.0000   0.0000       0.0000     0.5577     3.25
43       0.0000   0.0000       0.0000     0.5660     3.89
45       0.0278   0.5000       0.0143     0.5105     4.00
51       0.0000   0.0000       0.0000     0.4583     3.80
52       0.3133   1.0000       0.1857     0.6042     3.83
53       0.0000   0.0000       0.0000     0.4792     3.94
54       0.0000   0.0000       0.0000     0.5105     4.03
61       0.0000   0.0000       0.0000     0.5577     3.25
62       0.0000   0.0000       0.0000     0.5660     3.91
63       0.0000   0.0000       0.0000     0.4247     3.90
64       0.3721   1.0000       0.2286     0.6301     3.88
66       0.0000   0.0000       0.0000     0.4414     3.92
67       0.0000   0.0000       0.0000     0.4521     3.79
68       0.0000   0.0000       0.0000     0.5205     4.01
72       0.0000   0.0000       0.0000     0.0680     62.07
73       0.0000   0.0000       0.0000     0.5238     28.14
