
Variant-level average across 5 folds - Epoch 77
Overall Results:
Macro-F1: 0.5570
Macro-Precision: 0.5599
Macro-Recall: 0.5570
Accuracy: 0.5816

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.4174   0.5455       0.3380     0.5180     3.02
2        0.5915   0.5915       0.5915     0.7251     3.00
3        0.6250   0.7018       0.5634     0.7808     3.05
4        0.3226   0.3774       0.2817     0.6164     3.11
5        0.3580   0.3187       0.4085     0.5251     3.83
6        0.5041   0.6078       0.4306     0.7277     3.11
7        0.4051   0.3678       0.4507     0.5708     3.88
8        0.2143   0.2927       0.1690     0.6018     3.91
9        0.3684   0.4884       0.2958     0.6742     3.12
10       0.5185   0.7568       0.3944     0.7647     3.84
11       0.3453   0.3529       0.3380     0.5882     3.90
12       0.3429   0.5294       0.2535     0.5306     3.89
13       0.7059   0.8750       0.5915     0.8416     3.13
14       0.3718   0.3412       0.4085     0.5566     3.88
15       0.6562   0.7368       0.5915     0.8009     3.05
16       0.4038   0.6364       0.2958     0.5753     3.03
17       0.4959   0.6000       0.4225     0.5822     3.10
18       0.4587   0.6579       0.3521     0.5959     3.07
21       0.4103   0.5000       0.3478     0.6892     4.11
22       0.0000   0.0000       0.0000     0.2568     4.16
31       0.7273   0.8462       0.6377     0.7692     3.13
32       0.7368   0.9333       0.6087     0.7902     3.12
33       0.0348   0.0435       0.0290     0.2292     3.23
34       0.4034   0.4800       0.3478     0.5035     3.13
41       0.1622   0.2195       0.1286     0.3630     3.79
42       0.1622   0.2143       0.1304     0.4038     3.25
43       0.0800   0.0741       0.0870     0.1321     3.89
45       0.3469   0.6071       0.2429     0.5524     4.00
51       0.4681   0.4648       0.4714     0.4792     3.80
52       0.4706   0.4848       0.4571     0.5000     3.83
53       0.6043   0.6087       0.6000     0.6181     3.94
54       0.5077   0.5500       0.4714     0.5524     4.03
61       0.5000   0.5238       0.4783     0.5769     3.25
62       0.3333   0.2903       0.3913     0.3208     3.91
63       0.6424   0.5579       0.7571     0.5959     3.90
64       0.6832   0.6044       0.7857     0.6507     3.88
66       0.4539   0.4507       0.4571     0.4690     3.92
67       0.4933   0.4625       0.5286     0.4795     3.79
68       0.6279   0.5294       0.7714     0.5616     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.5914   0.4741       0.7857     0.4830     28.14
