
Variant-level average across 5 folds - Epoch 49
Overall Results:
Macro-F1: 0.5470
Macro-Precision: 0.5469
Macro-Recall: 0.5471
Accuracy: 0.5620

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.3248   0.4130       0.2676     0.4317     3.02
2        0.6667   0.6866       0.6479     0.7820     3.00
3        0.5991   0.4452       0.9155     0.6027     3.05
4        0.3453   0.3529       0.3380     0.5845     3.11
5        0.4211   0.3951       0.4507     0.5982     3.83
6        0.8514   0.8289       0.8750     0.9018     3.11
7        0.5614   0.4800       0.6761     0.6575     3.88
8        0.2407   0.3514       0.1831     0.6290     3.91
9        0.4865   0.6750       0.3803     0.7421     3.12
10       0.4912   0.6512       0.3944     0.7376     3.84
11       0.2857   0.3542       0.2394     0.6154     3.90
12       0.5913   0.7727       0.4789     0.6803     3.89
13       0.3953   0.3366       0.4789     0.5294     3.13
14       0.5625   0.5056       0.6338     0.6833     3.88
15       0.3850   0.3103       0.5070     0.4796     3.05
16       0.5185   0.7568       0.3944     0.6438     3.03
17       0.3966   0.5111       0.3239     0.5205     3.10
18       0.5607   0.8333       0.4225     0.6781     3.07
21       0.3415   0.3889       0.3043     0.6351     4.11
22       0.0000   0.0000       0.0000     0.3649     4.16
31       0.7241   0.6000       0.9130     0.6643     3.13
32       0.5172   0.6383       0.4348     0.6084     3.12
33       0.0862   0.1064       0.0725     0.2639     3.23
34       0.5000   0.5075       0.4928     0.5245     3.13
41       0.3934   0.4615       0.3429     0.4932     3.79
42       0.3103   0.2571       0.3913     0.2308     3.25
43       0.3333   0.2903       0.3913     0.3208     3.89
45       0.2553   0.5000       0.1714     0.5105     4.00
51       0.5111   0.4182       0.6571     0.3889     3.80
52       0.4000   0.5111       0.3286     0.5208     3.83
53       0.4231   0.3837       0.4714     0.3750     3.94
54       0.4274   0.5319       0.3571     0.5315     4.03
61       0.5385   0.4828       0.6087     0.5385     3.25
62       0.2917   0.2800       0.3043     0.3585     3.91
63       0.5635   0.4595       0.7286     0.4589     3.90
64       0.7784   0.6701       0.9286     0.7466     3.88
66       0.2975   0.3529       0.2571     0.4138     3.92
67       0.3750   0.3333       0.4286     0.3151     3.79
68       0.5823   0.5227       0.6571     0.5479     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.5977   0.5000       0.7429     0.5238     28.14
