
Sample-level average across 5 folds - Epoch 61
Overall Results:
Macro-F1: 0.6072
Macro-Precision: 0.6266
Macro-Recall: 0.6079
Accuracy: 0.6434

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.4779   0.6429       0.3803     0.5755     3.02
2        0.4677   0.5472       0.4085     0.6872     3.00
3        0.4341   0.4828       0.3944     0.6667     3.05
4        0.4107   0.5610       0.3239     0.6986     3.11
5        0.5000   0.6122       0.4225     0.7260     3.83
6        0.3784   0.5385       0.2917     0.6920     3.11
7        0.4874   0.6042       0.4085     0.7215     3.88
8        0.5179   0.7073       0.4085     0.7557     3.91
9        0.4486   0.6667       0.3380     0.7330     3.12
10       0.5470   0.6957       0.4507     0.7602     3.84
11       0.4545   0.6410       0.3521     0.7285     3.90
12       0.4762   0.7353       0.3521     0.6259     3.89
13       0.4182   0.5897       0.3239     0.7104     3.13
14       0.4954   0.7105       0.3803     0.7511     3.88
15       0.5414   0.5806       0.5070     0.7240     3.05
16       0.5310   0.7143       0.4225     0.6370     3.03
17       0.5556   0.8108       0.4225     0.6712     3.10
18       0.4954   0.7105       0.3803     0.6233     3.07
21       0.2069   0.5000       0.1304     0.6892     4.11
22       0.3182   0.3333       0.3043     0.5946     4.16
31       0.6565   0.6935       0.6232     0.6853     3.13
32       0.5455   0.6346       0.4783     0.6154     3.12
33       0.2022   0.4500       0.1304     0.5069     3.23
34       0.5041   0.5741       0.4493     0.5734     3.13
41       0.5344   0.5738       0.5000     0.5822     3.79
42       0.3429   0.5000       0.2609     0.5577     3.25
43       0.4878   0.5556       0.4348     0.6038     3.89
45       0.3802   0.4510       0.3286     0.4755     4.00
51       0.5821   0.6094       0.5571     0.6111     3.80
52       0.5333   0.6400       0.4571     0.6111     3.83
53       0.5082   0.5962       0.4429     0.5833     3.94
54       0.5440   0.6182       0.4857     0.6014     4.03
61       0.4000   0.4706       0.3478     0.5385     3.25
62       0.5263   0.6667       0.4348     0.6604     3.91
63       0.5970   0.6250       0.5714     0.6301     3.90
64       0.5075   0.5312       0.4857     0.5479     3.88
66       0.4615   0.5000       0.4286     0.5172     3.92
67       0.5280   0.6000       0.4714     0.5959     3.79
68       0.4615   0.5745       0.3857     0.5685     4.01
72       0.4737   0.4390       0.5143     0.4558     62.07
73       0.4780   0.4270       0.5429     0.4354     28.14
