
Sample-level average across 5 folds - Epoch 35
Overall Results:
Macro-F1: 0.5365
Macro-Precision: 0.5630
Macro-Recall: 0.5476
Accuracy: 0.5945

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.4000   0.5641       0.3099     0.5252     3.02
2        0.3193   0.3958       0.2676     0.6161     3.00
3        0.3158   0.4186       0.2535     0.6438     3.05
4        0.2200   0.3793       0.1549     0.6438     3.11
5        0.2913   0.4688       0.2113     0.6667     3.83
6        0.2292   0.4583       0.1528     0.6696     3.11
7        0.3846   0.6061       0.2817     0.7078     3.88
8        0.1895   0.3750       0.1268     0.6516     3.91
9        0.2075   0.3143       0.1549     0.6199     3.12
10       0.3462   0.5455       0.2535     0.6923     3.84
11       0.4000   0.6176       0.2958     0.7149     3.90
12       0.3200   0.5517       0.2254     0.5374     3.89
13       0.2364   0.3333       0.1831     0.6199     3.13
14       0.3125   0.6000       0.2113     0.7014     3.88
15       0.3051   0.3830       0.2535     0.6290     3.05
16       0.2936   0.4211       0.2254     0.4726     3.03
17       0.2022   0.5000       0.1268     0.5137     3.10
18       0.4528   0.6857       0.3380     0.6027     3.07
21       0.2667   0.5714       0.1739     0.7027     4.11
22       0.3243   0.4286       0.2609     0.6622     4.16
31       0.3929   0.5116       0.3188     0.5245     3.13
32       0.4259   0.5897       0.3333     0.5664     3.12
33       0.1013   0.4000       0.0580     0.5069     3.23
34       0.4211   0.5333       0.3478     0.5385     3.13
41       0.4762   0.5357       0.4286     0.5479     3.79
42       0.3030   0.5000       0.2174     0.5577     3.25
43       0.5333   0.5455       0.5217     0.6038     3.89
45       0.4034   0.4898       0.3429     0.5035     4.00
51       0.3770   0.4423       0.3286     0.4722     3.80
52       0.4274   0.5319       0.3571     0.5347     3.83
53       0.5000   0.6000       0.4286     0.5833     3.94
54       0.4628   0.5490       0.4000     0.5455     4.03
61       0.5000   0.5882       0.4348     0.6154     3.25
62       0.4000   0.4706       0.3478     0.5472     3.91
63       0.5366   0.6226       0.4714     0.6096     3.90
64       0.5538   0.6000       0.5143     0.6027     3.88
66       0.3529   0.4286       0.3000     0.4690     3.92
67       0.4603   0.5179       0.4143     0.5342     3.79
68       0.3400   0.5667       0.2429     0.5479     4.01
72       0.4000   0.4333       0.3714     0.4694     62.07
73       0.5500   0.4889       0.6286     0.5102     28.14
