
Variant-level average across 5 folds - Epoch 44
Overall Results:
Macro-F1: 0.5129
Macro-Precision: 0.5155
Macro-Recall: 0.5146
Accuracy: 0.5430

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.0000   0.0000       0.0000     0.2878     3.02
2        0.4805   0.4458       0.5211     0.6209     3.00
3        0.5867   0.4286       0.9296     0.5753     3.05
4        0.2222   0.2192       0.2254     0.4886     3.11
5        0.2025   1.0000       0.1127     0.7123     3.83
6        0.7283   0.6238       0.8750     0.7902     3.11
7        0.7759   1.0000       0.6338     0.8813     3.88
8        0.0536   0.0732       0.0423     0.5204     3.91
9        0.2542   0.3191       0.2113     0.6018     3.12
10       0.2697   0.6667       0.1690     0.7059     3.84
11       0.0000   0.0000       0.0000     0.6787     3.90
12       0.5528   0.6538       0.4789     0.6259     3.89
13       0.4358   0.3611       0.5493     0.5430     3.13
14       0.7434   1.0000       0.5915     0.8688     3.88
15       0.4388   0.3440       0.6056     0.5023     3.05
16       0.2692   0.4242       0.1972     0.4795     3.03
17       0.0000   0.0000       0.0000     0.3356     3.10
18       0.2593   0.3784       0.1972     0.4521     3.07
21       0.0000   0.0000       0.0000     0.5946     4.11
22       0.1379   0.1143       0.1739     0.3243     4.16
31       0.7119   0.5833       0.9130     0.6434     3.13
32       0.7018   0.8889       0.5797     0.7622     3.12
33       0.0000   0.0000       0.0000     0.5208     3.23
34       0.3577   0.4074       0.3188     0.4476     3.13
41       0.3133   1.0000       0.1857     0.6096     3.79
42       0.3103   0.2571       0.3913     0.2308     3.25
43       0.1212   0.2000       0.0870     0.4528     3.89
45       0.4107   0.5476       0.3286     0.5385     4.00
51       0.4142   0.3535       0.5000     0.3125     3.80
52       0.5106   1.0000       0.3429     0.6806     3.83
53       0.3742   0.3412       0.4143     0.3264     3.94
54       0.0000   0.0000       0.0000     0.5105     4.03
61       0.0000   0.0000       0.0000     0.4423     3.25
62       0.4898   0.4615       0.5217     0.5283     3.91
63       0.5029   0.4190       0.6286     0.4041     3.90
64       0.7543   0.6286       0.9429     0.7055     3.88
66       0.0000   0.0000       0.0000     0.2552     3.92
67       0.0000   0.0000       0.0000     0.0959     3.79
68       0.6082   0.5149       0.7429     0.5411     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.6000   0.4909       0.7714     0.5102     28.14
