
Variant-level average across 5 folds - Epoch 53
Overall Results:
Macro-F1: 0.5274
Macro-Precision: 0.5348
Macro-Recall: 0.5309
Accuracy: 0.5652

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.0200   0.0345       0.0141     0.2950     3.02
2        0.4772   0.3730       0.6620     0.5118     3.00
3        0.5203   0.6154       0.4507     0.7306     3.05
4        0.2707   0.2903       0.2535     0.5571     3.11
5        0.4444   0.7857       0.3099     0.7489     3.83
6        0.3059   0.2653       0.3611     0.4732     3.11
7        0.4510   0.7419       0.3239     0.7443     3.88
8        0.1096   0.1067       0.1127     0.4118     3.91
9        0.2454   0.2174       0.2817     0.4434     3.12
10       0.4660   0.7500       0.3380     0.7511     3.84
11       0.0976   0.3636       0.0563     0.6652     3.90
12       0.2149   0.2600       0.1831     0.3537     3.89
13       0.7350   0.9348       0.6056     0.8597     3.13
14       0.4356   0.7333       0.3099     0.7421     3.88
15       0.8356   0.8133       0.8592     0.8914     3.05
16       0.3150   0.3571       0.2817     0.4041     3.03
17       0.0213   0.0435       0.0141     0.3699     3.10
18       0.3529   0.3692       0.3380     0.3973     3.07
21       0.0000   0.0000       0.0000     0.5811     4.11
22       0.5263   0.6667       0.4348     0.7568     4.16
31       0.6087   0.7609       0.5072     0.6853     3.13
32       0.8905   0.8971       0.8841     0.8951     3.12
33       0.0000   0.0000       0.0000     0.4931     3.23
34       0.3577   0.4074       0.3188     0.4476     3.13
41       0.3596   0.8421       0.2286     0.6096     3.79
42       0.4000   0.4091       0.3913     0.4808     3.25
43       0.1250   0.1200       0.1304     0.2075     3.89
45       0.5547   0.5672       0.5429     0.5734     4.00
51       0.5278   0.5135       0.5429     0.5278     3.80
52       0.9313   1.0000       0.8714     0.9375     3.83
53       0.5410   0.6346       0.4714     0.6111     3.94
54       0.0270   0.2500       0.0143     0.4965     4.03
61       0.0000   0.0000       0.0000     0.3654     3.25
62       0.6207   0.5143       0.7826     0.5849     3.91
63       0.5974   0.5476       0.6571     0.5753     3.90
64       0.6331   0.6377       0.6286     0.6507     3.88
66       0.0153   0.0164       0.0143     0.1103     3.92
67       0.0367   0.0513       0.0286     0.2808     3.79
68       0.4138   0.5217       0.3429     0.5342     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.4818   0.4925       0.4714     0.5170     28.14
