
Sample-level average across 5 folds - Epoch 70
Overall Results:
Macro-F1: 0.6328
Macro-Precision: 0.6408
Macro-Recall: 0.6310
Accuracy: 0.6562

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.6349   0.7273       0.5634     0.6691     3.02
2        0.5793   0.5676       0.5915     0.7109     3.00
3        0.6081   0.5844       0.6338     0.7352     3.05
4        0.5484   0.6415       0.4789     0.7443     3.11
5        0.5354   0.6071       0.4789     0.7306     3.83
6        0.4960   0.5849       0.4306     0.7188     3.11
7        0.5785   0.7000       0.4930     0.7671     3.88
8        0.3964   0.5500       0.3099     0.6968     3.91
9        0.5271   0.5862       0.4789     0.7240     3.12
10       0.4522   0.5909       0.3662     0.7149     3.84
11       0.5954   0.6500       0.5493     0.7602     3.90
12       0.6032   0.6909       0.5352     0.6599     3.89
13       0.5000   0.5849       0.4366     0.7195     3.13
14       0.4956   0.6667       0.3944     0.7421     3.88
15       0.5417   0.5342       0.5493     0.7014     3.05
16       0.5156   0.5789       0.4648     0.5753     3.03
17       0.5614   0.7442       0.4507     0.6575     3.10
18       0.5760   0.6667       0.5070     0.6370     3.07
21       0.0000   0.0000       0.0000     0.6486     4.11
22       0.4000   0.4706       0.3478     0.6757     4.16
31       0.6508   0.7193       0.5942     0.6923     3.13
32       0.5760   0.6429       0.5217     0.6294     3.12
33       0.4324   0.5714       0.3478     0.5625     3.23
34       0.6212   0.6508       0.5942     0.6503     3.13
41       0.4094   0.4561       0.3714     0.4863     3.79
42       0.2581   0.5000       0.1739     0.5577     3.25
43       0.4889   0.5000       0.4783     0.5660     3.89
45       0.4375   0.4828       0.4000     0.4965     4.00
51       0.5672   0.5938       0.5429     0.5972     3.80
52       0.5882   0.6061       0.5714     0.6111     3.83
53       0.6143   0.6143       0.6143     0.6250     3.94
54       0.6324   0.6515       0.6143     0.6503     4.03
61       0.5000   0.5238       0.4783     0.5769     3.25
62       0.4490   0.4231       0.4783     0.4906     3.91
63       0.5915   0.5833       0.6000     0.6027     3.90
64       0.6081   0.5769       0.6429     0.6027     3.88
66       0.4186   0.4576       0.3857     0.4828     3.92
67       0.5816   0.5775       0.5857     0.5959     3.79
68       0.5984   0.6667       0.5429     0.6507     4.01
72       0.5324   0.5362       0.5286     0.5578     62.07
73       0.4933   0.4625       0.5286     0.4830     28.14
