
Variant-level average across 5 folds - Epoch 24
Overall Results:
Macro-F1: 0.5895
Macro-Precision: 0.5952
Macro-Recall: 0.5890
Accuracy: 0.6150

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7287   0.8103       0.6620     0.7482     3.02
2        0.6577   0.6282       0.6901     0.7583     3.00
3        0.5905   0.9118       0.4366     0.8037     3.05
4        0.5156   0.5789       0.4648     0.7169     3.11
5        0.3582   0.3810       0.3380     0.6073     3.83
6        0.4769   0.5345       0.4306     0.6964     3.11
7        0.1940   0.2063       0.1831     0.5068     3.88
8        0.0864   0.0769       0.0986     0.3303     3.91
9        0.4651   0.5172       0.4225     0.6878     3.12
10       0.4706   0.7742       0.3380     0.7557     3.84
11       0.6098   0.5376       0.7042     0.7104     3.90
12       0.1250   0.1707       0.0986     0.3333     3.89
13       0.7581   0.8868       0.6620     0.8643     3.13
14       0.2556   0.2742       0.2394     0.5520     3.88
15       0.8397   0.9167       0.7746     0.9050     3.05
16       0.5133   0.6905       0.4085     0.6233     3.03
17       0.7213   0.8627       0.6197     0.7671     3.10
18       0.5254   0.6596       0.4366     0.6164     3.07
21       0.6316   0.8000       0.5217     0.8108     4.11
22       0.2041   0.1923       0.2174     0.4730     4.16
31       0.6415   0.9189       0.4928     0.7343     3.13
32       0.7619   0.8421       0.6957     0.7902     3.12
33       0.2542   0.3061       0.2174     0.3889     3.23
34       0.5000   0.6170       0.4203     0.5944     3.13
41       0.1926   0.2000       0.1857     0.2534     3.79
42       0.4000   0.4706       0.3478     0.5385     3.25
43       0.1200   0.1111       0.1304     0.1698     3.89
45       0.5693   0.5821       0.5571     0.5874     4.00
51       0.6034   0.7609       0.5000     0.6806     3.80
52       0.6345   0.6133       0.6571     0.6319     3.83
53       0.6066   0.7115       0.5286     0.6667     3.94
54       0.6619   0.6667       0.6571     0.6713     4.03
61       0.3684   0.4667       0.3043     0.5385     3.25
62       0.3860   0.3235       0.4783     0.3396     3.91
63       0.6772   0.7544       0.6143     0.7192     3.90
64       0.4800   0.5455       0.4286     0.5548     3.88
66       0.4052   0.3735       0.4429     0.3724     3.92
67       0.5625   0.6207       0.5143     0.6164     3.79
68       0.5405   0.5128       0.5714     0.5342     4.01
72       0.0270   0.0256       0.0286     0.0204     62.07
73       0.5079   0.5714       0.4571     0.5782     28.14
