
Variant-level average across 5 folds - Epoch 12
Overall Results:
Macro-F1: 0.5224
Macro-Precision: 0.5349
Macro-Recall: 0.5292
Accuracy: 0.5691

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.3551   0.5278       0.2676     0.5036     3.02
2        0.7586   0.9778       0.6197     0.8673     3.00
3        0.6923   0.5676       0.8873     0.7443     3.05
4        0.0980   0.1613       0.0704     0.5799     3.11
5        0.0421   0.0833       0.0282     0.5845     3.83
6        0.8293   1.0000       0.7083     0.9062     3.11
7        0.5315   0.5278       0.5352     0.6941     3.88
8        0.0412   0.0769       0.0282     0.5792     3.91
9        0.1039   0.6667       0.0563     0.6878     3.12
10       0.0541   0.6667       0.0282     0.6833     3.84
11       0.4386   0.5814       0.3521     0.7104     3.90
12       0.4536   0.8462       0.3099     0.6395     3.89
13       0.5298   0.5000       0.5634     0.6787     3.13
14       0.4848   0.5246       0.4507     0.6923     3.88
15       0.1353   0.1452       0.1268     0.4796     3.05
16       0.1316   1.0000       0.0704     0.5479     3.03
17       0.3925   0.5833       0.2958     0.5548     3.10
18       0.0811   1.0000       0.0423     0.5342     3.07
21       0.6061   1.0000       0.4348     0.8243     4.11
22       0.0000   0.0000       0.0000     0.2162     4.16
31       0.7895   0.7229       0.8696     0.7762     3.13
32       0.1600   1.0000       0.0870     0.5594     3.12
33       0.0392   0.0606       0.0290     0.3194     3.23
34       0.1111   0.2381       0.0725     0.4406     3.13
41       0.0000   0.0000       0.0000     0.2603     3.79
42       0.4615   0.5625       0.3913     0.5962     3.25
43       0.0000   0.0000       0.0000     0.1887     3.89
45       0.1519   0.6667       0.0857     0.5315     4.00
51       0.1705   0.1864       0.1571     0.2569     3.80
52       0.1818   0.4444       0.1143     0.5000     3.83
53       0.4568   0.4022       0.5286     0.3889     3.94
54       0.4762   0.7143       0.3571     0.6154     4.03
61       0.0800   0.5000       0.0435     0.5577     3.25
62       0.0426   0.0417       0.0435     0.1509     3.91
63       0.5150   0.4433       0.6143     0.4452     3.90
64       0.7389   0.6667       0.8286     0.7192     3.88
66       0.4176   0.9048       0.2714     0.6345     3.92
67       0.2336   0.2388       0.2286     0.2808     3.79
68       0.6120   0.4956       0.8000     0.5137     4.01
72       0.0000   0.0000       0.0000     0.0544     62.07
73       0.6387   0.5041       0.8714     0.5306     28.14
