
Variant-level average across 5 folds - Epoch 40
Overall Results:
Macro-F1: 0.6046
Macro-Precision: 0.6044
Macro-Recall: 0.6070
Accuracy: 0.6130

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8873   0.8873       0.8873     0.8849     3.02
2        0.5786   0.5227       0.6479     0.6825     3.00
3        0.7170   0.6477       0.8028     0.7945     3.05
4        0.6838   0.8696       0.5634     0.8311     3.11
5        0.4096   0.3579       0.4789     0.5525     3.83
6        0.6164   0.5632       0.6806     0.7277     3.11
7        0.3905   0.3367       0.4648     0.5297     3.88
8        0.1401   0.1279       0.1549     0.3891     3.91
9        0.5290   0.4881       0.5775     0.6697     3.12
10       0.5691   0.6731       0.4930     0.7602     3.84
11       0.6218   0.4918       0.8451     0.6697     3.90
12       0.3582   0.3810       0.3380     0.4150     3.89
13       0.6383   0.6429       0.6338     0.7692     3.13
14       0.4022   0.3333       0.5070     0.5158     3.88
15       0.7284   0.6484       0.8310     0.8009     3.05
16       0.5954   0.6500       0.5493     0.6370     3.03
17       0.8169   0.8169       0.8169     0.8219     3.10
18       0.6423   0.6667       0.6197     0.6644     3.07
21       0.6667   0.7368       0.6087     0.8108     4.11
22       0.2182   0.1875       0.2609     0.4189     4.16
31       0.7519   0.7812       0.7246     0.7692     3.13
32       0.8116   0.8116       0.8116     0.8182     3.12
33       0.2044   0.2059       0.2029     0.2431     3.23
34       0.6667   0.8125       0.5652     0.7273     3.13
41       0.2603   0.2500       0.2714     0.2603     3.79
42       0.4255   0.4167       0.4348     0.4808     3.25
43       0.2800   0.2593       0.3043     0.3208     3.89
45       0.4274   0.5319       0.3571     0.5315     4.00
51       0.5816   0.5775       0.5857     0.5903     3.80
52       0.6625   0.5889       0.7571     0.6250     3.83
53       0.5417   0.5270       0.5571     0.5417     3.94
54       0.7105   0.6585       0.7714     0.6923     4.03
61       0.5652   0.5652       0.5652     0.6154     3.25
62       0.4138   0.3429       0.5217     0.3585     3.91
63       0.5103   0.4933       0.5286     0.5137     3.90
64       0.6471   0.6667       0.6286     0.6712     3.88
66       0.5595   0.4796       0.6714     0.4897     3.92
67       0.6203   0.5568       0.7000     0.5890     3.79
68       0.5904   0.5104       0.7000     0.5342     4.01
72       0.0533   0.0500       0.0571     0.0340     62.07
73       0.5857   0.5857       0.5857     0.6054     28.14
