
Sample-level average across 5 folds - Epoch 8
Overall Results:
Macro-F1: 0.5886
Macro-Precision: 0.6190
Macro-Recall: 0.5933
Accuracy: 0.6361

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.5094   0.7714       0.3803     0.6259     3.02
2        0.5042   0.6250       0.4225     0.7204     3.00
3        0.5128   0.6522       0.4225     0.7397     3.05
4        0.4912   0.6512       0.3944     0.7352     3.11
5        0.3689   0.5938       0.2676     0.7032     3.83
6        0.3826   0.5116       0.3056     0.6830     3.11
7        0.3564   0.6000       0.2535     0.7032     3.88
8        0.2979   0.6087       0.1972     0.7014     3.91
9        0.4386   0.5814       0.3521     0.7104     3.12
10       0.2680   0.5000       0.1831     0.6787     3.84
11       0.4370   0.5417       0.3662     0.6968     3.90
12       0.3585   0.5429       0.2676     0.5374     3.89
13       0.5088   0.6744       0.4085     0.7466     3.13
14       0.3529   0.5806       0.2535     0.7014     3.88
15       0.4628   0.5600       0.3944     0.7059     3.05
16       0.4870   0.6364       0.3944     0.5959     3.03
17       0.5138   0.7368       0.3944     0.6370     3.10
18       0.5505   0.7895       0.4225     0.6644     3.07
21       0.0714   0.2000       0.0435     0.6486     4.11
22       0.2581   0.5000       0.1739     0.6892     4.16
31       0.4717   0.6757       0.3623     0.6084     3.13
32       0.5225   0.6905       0.4203     0.6294     3.12
33       0.2418   0.5000       0.1594     0.5208     3.23
34       0.5138   0.7000       0.4058     0.6294     3.13
41       0.4174   0.5333       0.3429     0.5411     3.79
42       0.2581   0.5000       0.1739     0.5577     3.25
43       0.3590   0.4375       0.3043     0.5283     3.89
45       0.4151   0.6111       0.3143     0.5664     4.00
51       0.5496   0.5902       0.5143     0.5903     3.80
52       0.6061   0.6452       0.5714     0.6389     3.83
53       0.4962   0.5238       0.4714     0.5347     3.94
54       0.5496   0.5902       0.5143     0.5874     4.03
61       0.4286   0.4737       0.3913     0.5385     3.25
62       0.3902   0.4444       0.3478     0.5283     3.91
63       0.4496   0.4915       0.4143     0.5137     3.90
64       0.5038   0.5410       0.4714     0.5548     3.88
66       0.4103   0.5106       0.3429     0.5241     3.92
67       0.5263   0.5556       0.5000     0.5685     3.79
68       0.5645   0.6481       0.5000     0.6301     4.01
72       0.3509   0.4545       0.2857     0.4966     62.07
73       0.3680   0.4182       0.3286     0.4626     28.14
