
Variant-level average across 5 folds - Epoch 17
Overall Results:
Macro-F1: 0.6062
Macro-Precision: 0.6057
Macro-Recall: 0.6083
Accuracy: 0.6168

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8194   0.8429       0.7973     0.8344     3.01
2        0.7152   0.7013       0.7297     0.8208     3.01
3        0.6279   0.5510       0.7297     0.7333     3.02
4        0.7179   0.6829       0.7568     0.8167     3.07
5        0.5525   0.4673       0.6757     0.6625     3.81
6        0.6098   0.5556       0.6757     0.7333     3.10
7        0.7186   0.6452       0.8108     0.8042     3.85
8        0.2514   0.2178       0.2973     0.4542     3.90
9        0.7714   0.8182       0.7297     0.8667     3.08
10       0.5781   0.6852       0.5000     0.7750     3.81
11       0.5432   0.5000       0.5946     0.6917     3.89
12       0.3932   0.5349       0.3108     0.5478     3.85
13       0.6467   0.5806       0.7297     0.7542     3.10
14       0.5176   0.4583       0.5946     0.6583     3.85
15       0.6628   0.5816       0.7703     0.7583     3.02
16       0.7383   0.7333       0.7432     0.7516     3.00
17       0.7385   0.8571       0.6486     0.7834     3.08
18       0.8026   0.7821       0.8243     0.8089     3.04
21       0.3415   0.3889       0.3043     0.6447     4.08
22       0.4516   0.3590       0.6087     0.5526     4.13
31       0.7761   0.8387       0.7222     0.8039     3.08
32       0.7500   0.7969       0.7083     0.7778     3.07
33       0.2556   0.2787       0.2361     0.3529     3.19
34       0.7273   0.7324       0.7222     0.7451     3.08
41       0.5974   0.5610       0.6389     0.5948     3.75
42       0.3478   0.3478       0.3478     0.4340     3.23
43       0.5714   0.4848       0.6957     0.5472     3.89
44       0.4463   0.5510       0.3750     0.5621     1.95
45       0.2710   0.2530       0.2917     0.2614     3.95
51       0.6621   0.6575       0.6667     0.6797     3.76
52       0.5316   0.4884       0.5833     0.5163     3.80
53       0.6353   0.5510       0.7500     0.5948     3.90
54       0.6308   0.7069       0.5694     0.6863     3.98
61       0.4091   0.4286       0.3913     0.5094     3.23
62       0.4815   0.4194       0.5652     0.4717     3.91
63       0.7059   0.6667       0.7500     0.7059     3.86
64       0.6423   0.6769       0.6111     0.6797     3.84
65       0.4027   0.3896       0.4167     0.4183     1.95
66       0.6180   0.5189       0.7639     0.5556     3.88
67       0.6286   0.5340       0.7639     0.5752     3.75
68       0.3946   0.3867       0.4028     0.4183     3.96
72       0.2692   0.4375       0.1944     0.5033     62.00
73       0.0513   0.0476       0.0556     0.0327     28.07
74       0.0000   0.0000       0.0000     0.0000     89.42
81       0.3230   0.2921       0.3611     0.2876     1.97
82       0.2674   0.2300       0.3194     0.1765     2.86
83       0.3774   0.3333       0.4348     0.3774     4.17
84       0.3019   0.2667       0.3478     0.3019     4.70
