
Variant-level average across 5 folds - Epoch 43
Overall Results:
Macro-F1: 0.6047
Macro-Precision: 0.6042
Macro-Recall: 0.6067
Accuracy: 0.6156

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8077   0.7683       0.8514     0.8089     3.01
2        0.5298   0.5195       0.5405     0.7042     3.01
3        0.5466   0.5057       0.5946     0.6958     3.02
4        0.8227   0.8657       0.7838     0.8958     3.07
5        0.4407   0.3786       0.5270     0.5875     3.81
6        0.7143   0.7576       0.6757     0.8333     3.10
7        0.6417   0.5310       0.8108     0.7208     3.85
8        0.3243   0.2703       0.4054     0.4792     3.90
9        0.6667   0.6712       0.6622     0.7958     3.08
10       0.5571   0.5909       0.5270     0.7417     3.81
11       0.3825   0.3211       0.4730     0.5292     3.89
12       0.5874   0.6087       0.5676     0.6242     3.85
13       0.7376   0.7761       0.7027     0.8458     3.10
14       0.4852   0.4316       0.5541     0.6375     3.85
15       0.7424   0.8448       0.6622     0.8583     3.02
16       0.8857   0.9394       0.8378     0.8981     3.00
17       0.8056   0.8286       0.7838     0.8217     3.08
18       0.8750   0.9000       0.8514     0.8854     3.04
21       0.2449   0.2308       0.2609     0.5132     4.08
22       0.4490   0.4231       0.4783     0.6447     4.13
31       0.6667   0.7778       0.5833     0.7255     3.08
32       0.6176   0.6562       0.5833     0.6601     3.07
33       0.3307   0.3818       0.2917     0.4444     3.19
34       0.6933   0.6667       0.7222     0.6993     3.08
41       0.5856   0.4862       0.7361     0.5098     3.75
42       0.1429   0.1579       0.1304     0.3208     3.23
43       0.5714   0.5385       0.6087     0.6038     3.89
44       0.5972   0.5972       0.5972     0.6209     1.95
45       0.2895   0.2750       0.3056     0.2941     3.95
51       0.7251   0.6263       0.8611     0.6928     3.76
52       0.6434   0.6479       0.6389     0.6667     3.80
53       0.7200   0.6923       0.7500     0.7255     3.90
54       0.7205   0.6517       0.8056     0.7059     3.98
61       0.6364   0.6667       0.6087     0.6981     3.23
62       0.3273   0.2812       0.3913     0.3019     3.91
63       0.4875   0.4432       0.5417     0.4641     3.86
64       0.6345   0.6301       0.6389     0.6536     3.84
65       0.3472   0.3472       0.3472     0.3856     1.95
66       0.5986   0.5867       0.6111     0.6144     3.88
67       0.4533   0.4359       0.4722     0.4641     3.75
68       0.4785   0.4286       0.5417     0.4444     3.96
72       0.3667   0.4583       0.3056     0.5033     62.00
73       0.0633   0.0581       0.0694     0.0327     28.07
74       0.0000   0.0000       0.0000     0.0000     89.42
81       0.3355   0.3133       0.3611     0.3268     1.97
82       0.2264   0.2069       0.2500     0.1961     2.86
83       0.3529   0.3214       0.3913     0.3774     4.17
84       0.4000   0.4091       0.3913     0.4906     4.70
