
Variant-level average across 5 folds - Epoch 23
Overall Results:
Macro-F1: 0.6076
Macro-Precision: 0.6072
Macro-Recall: 0.6081
Accuracy: 0.6215

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.6667   0.7818       0.5811     0.7261     3.01
2        0.6759   0.6901       0.6622     0.8042     3.01
3        0.6713   0.6957       0.6486     0.8042     3.02
4        0.7007   0.7619       0.6486     0.8292     3.07
5        0.5161   0.4938       0.5405     0.6875     3.81
6        0.6786   0.6064       0.7703     0.7750     3.10
7        0.5584   0.5375       0.5811     0.7167     3.85
8        0.2135   0.1827       0.2568     0.4167     3.90
9        0.6275   0.6076       0.6486     0.7625     3.08
10       0.6259   0.6301       0.6216     0.7708     3.81
11       0.5549   0.4848       0.6486     0.6792     3.89
12       0.5225   0.7838       0.3919     0.6624     3.85
13       0.6918   0.6471       0.7432     0.7958     3.10
14       0.5833   0.6000       0.5676     0.7500     3.85
15       0.7361   0.7571       0.7162     0.8417     3.02
16       0.7857   0.8333       0.7432     0.8089     3.00
17       0.7919   0.7867       0.7973     0.8025     3.08
18       0.7353   0.8065       0.6757     0.7707     3.04
21       0.2727   0.2857       0.2609     0.5789     4.08
22       0.4746   0.3889       0.6087     0.5921     4.13
31       0.6567   0.7097       0.6111     0.6993     3.08
32       0.7023   0.7797       0.6389     0.7451     3.07
33       0.3784   0.3684       0.3889     0.3987     3.19
34       0.7971   0.8333       0.7639     0.8170     3.08
41       0.5960   0.5696       0.6250     0.6013     3.75
42       0.2553   0.2500       0.2609     0.3396     3.23
43       0.3333   0.3200       0.3478     0.3962     3.89
44       0.5860   0.5412       0.6389     0.5752     1.95
45       0.3165   0.2907       0.3472     0.2941     3.95
51       0.6528   0.6528       0.6528     0.6732     3.76
52       0.6835   0.6279       0.7500     0.6732     3.80
53       0.4783   0.5000       0.4583     0.5294     3.90
54       0.6471   0.6875       0.6111     0.6863     3.98
61       0.3077   0.3750       0.2609     0.4906     3.23
62       0.6071   0.5152       0.7391     0.5849     3.91
63       0.6164   0.6081       0.6250     0.6340     3.86
64       0.6753   0.6341       0.7222     0.6732     3.84
65       0.3270   0.2989       0.3611     0.3007     1.95
66       0.6282   0.5833       0.6806     0.6209     3.88
67       0.6143   0.6324       0.5972     0.6471     3.75
68       0.3636   0.3415       0.3889     0.3595     3.96
72       0.2800   0.5000       0.1944     0.5294     62.00
73       0.0516   0.0482       0.0556     0.0392     28.07
74       0.0000   0.0000       0.0000     0.0000     89.42
81       0.3415   0.3043       0.3889     0.2941     1.97
82       0.1447   0.1375       0.1528     0.1503     2.86
83       0.4898   0.4615       0.5217     0.5283     4.17
84       0.3265   0.3077       0.3478     0.3774     4.70
