
Sample-level average across 5 folds - Epoch 25
Overall Results:
Macro-F1: 0.6879
Macro-Precision: 0.6867
Macro-Recall: 0.6924
Accuracy: 0.6950

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7838   0.7838       0.7838     0.7962     3.01
2        0.7337   0.6526       0.8378     0.8125     3.01
3        0.7152   0.6484       0.7973     0.8042     3.02
4        0.7179   0.6829       0.7568     0.8167     3.07
5        0.6211   0.5747       0.6757     0.7458     3.81
6        0.6704   0.5714       0.8108     0.7542     3.10
7        0.5976   0.5444       0.6622     0.7250     3.85
8        0.5641   0.5366       0.5946     0.7167     3.90
9        0.7160   0.6591       0.7838     0.8083     3.08
10       0.6098   0.5556       0.6757     0.7333     3.81
11       0.5595   0.5000       0.6351     0.6917     3.89
12       0.5920   0.7255       0.5000     0.6752     3.85
13       0.7467   0.7368       0.7568     0.8417     3.10
14       0.6748   0.6180       0.7432     0.7792     3.85
15       0.6626   0.6067       0.7297     0.7708     3.02
16       0.7919   0.7867       0.7973     0.8025     3.00
17       0.7671   0.7778       0.7568     0.7834     3.08
18       0.8079   0.7922       0.8243     0.8153     3.04
21       0.6222   0.6364       0.6087     0.7763     4.08
22       0.4255   0.4167       0.4348     0.6447     4.13
31       0.7974   0.7531       0.8472     0.7974     3.08
32       0.7534   0.7432       0.7639     0.7647     3.07
33       0.5714   0.6230       0.5278     0.6275     3.19
34       0.7429   0.7647       0.7222     0.7647     3.08
41       0.5342   0.4831       0.5972     0.5098     3.75
42       0.6531   0.6154       0.6957     0.6792     3.23
43       0.6154   0.5517       0.6957     0.6226     3.89
44       0.5389   0.4737       0.6250     0.4967     1.95
45       0.5694   0.5694       0.5694     0.5948     3.95
51       0.7273   0.6829       0.7778     0.7255     3.76
52       0.7550   0.7215       0.7917     0.7582     3.80
53       0.6712   0.6622       0.6806     0.6863     3.90
54       0.6452   0.6024       0.6944     0.6405     3.98
61       0.5417   0.5200       0.5652     0.5849     3.23
62       0.5556   0.4839       0.6522     0.5472     3.91
63       0.6164   0.5632       0.6806     0.6013     3.86
64       0.7308   0.6786       0.7917     0.7255     3.84
65       0.6098   0.5435       0.6944     0.5817     1.95
66       0.6323   0.5904       0.6806     0.6275     3.88
67       0.6986   0.6892       0.7083     0.7124     3.75
68       0.6301   0.6216       0.6389     0.6471     3.96
72       0.4183   0.3951       0.4444     0.4183     62.00
73       0.3188   0.3333       0.3056     0.3856     28.07
74       0.3709   0.3544       0.3889     0.3791     89.42
81       0.6076   0.5581       0.6667     0.5948     1.97
82       0.5422   0.4787       0.6250     0.5033     2.86
83       0.5000   0.4800       0.5217     0.5472     4.17
84       0.6122   0.5769       0.6522     0.6415     4.70
