
Variant-level average across 5 folds - Epoch 14
Overall Results:
Macro-F1: 0.5850
Macro-Precision: 0.5922
Macro-Recall: 0.5847
Accuracy: 0.6156

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.6154   0.8372       0.4865     0.7134     3.01
2        0.5512   0.6604       0.4730     0.7625     3.01
3        0.5645   0.7000       0.4730     0.7750     3.02
4        0.6667   0.9070       0.5270     0.8375     3.07
5        0.4714   0.5000       0.4459     0.6917     3.81
6        0.6190   0.7500       0.5270     0.8000     3.10
7        0.5735   0.6290       0.5270     0.7583     3.85
8        0.1222   0.1038       0.1486     0.3417     3.90
9        0.5481   0.6066       0.5000     0.7458     3.08
10       0.6122   0.6164       0.6081     0.7625     3.81
11       0.5075   0.5667       0.4595     0.7250     3.89
12       0.3838   0.7600       0.2568     0.6115     3.85
13       0.6870   0.7895       0.6081     0.8292     3.10
14       0.6351   0.6351       0.6351     0.7750     3.85
15       0.6179   0.7755       0.5135     0.8042     3.02
16       0.6207   0.8571       0.4865     0.7197     3.00
17       0.7536   0.8125       0.7027     0.7834     3.08
18       0.7143   0.8654       0.6081     0.7707     3.04
21       0.2222   0.3077       0.1739     0.6316     4.08
22       0.5106   0.5000       0.5217     0.6974     4.13
31       0.5691   0.6863       0.4861     0.6536     3.08
32       0.6325   0.8222       0.5139     0.7190     3.07
33       0.5043   0.6744       0.4028     0.6275     3.19
34       0.7143   0.8333       0.6250     0.7647     3.08
41       0.5271   0.5965       0.4722     0.6013     3.75
42       0.0526   0.0667       0.0435     0.3208     3.23
43       0.3913   0.3913       0.3913     0.4717     3.89
44       0.3265   0.6154       0.2222     0.5686     1.95
45       0.2319   0.2424       0.2222     0.3072     3.95
51       0.6015   0.6557       0.5556     0.6536     3.76
52       0.7376   0.7536       0.7222     0.7582     3.80
53       0.5620   0.6939       0.4722     0.6536     3.90
54       0.5714   0.7234       0.4722     0.6667     3.98
61       0.3636   0.6000       0.2609     0.6038     3.23
62       0.2791   0.3000       0.2609     0.4151     3.91
63       0.6765   0.7188       0.6389     0.7124     3.86
64       0.6667   0.6296       0.7083     0.6667     3.84
65       0.2308   0.2143       0.2500     0.2157     1.95
66       0.5692   0.6379       0.5139     0.6340     3.88
67       0.4496   0.5088       0.4028     0.5359     3.75
68       0.1974   0.1875       0.2083     0.2026     3.96
72       0.3361   0.4255       0.2778     0.4837     62.00
73       0.0390   0.0366       0.0417     0.0327     28.07
74       0.0000   0.0000       0.0000     0.0000     89.42
81       0.2222   0.2000       0.2500     0.1765     1.97
82       0.1216   0.1184       0.1250     0.1503     2.86
83       0.2927   0.3333       0.2609     0.4528     4.17
84       0.2500   0.2941       0.2174     0.4340     4.70
