
Sample-level average across 5 folds - Epoch 41
Overall Results:
Macro-F1: 0.6893
Macro-Precision: 0.6939
Macro-Recall: 0.6869
Accuracy: 0.7066

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7737   0.8413       0.7162     0.8025     3.01
2        0.7237   0.7051       0.7432     0.8250     3.01
3        0.7832   0.8116       0.7568     0.8708     3.02
4        0.7534   0.7639       0.7432     0.8500     3.07
5        0.6133   0.6053       0.6216     0.7583     3.81
6        0.6757   0.6757       0.6757     0.8000     3.10
7        0.5676   0.5676       0.5676     0.7333     3.85
8        0.6043   0.6462       0.5676     0.7708     3.90
9        0.6939   0.6986       0.6892     0.8125     3.08
10       0.5479   0.5556       0.5405     0.7250     3.81
11       0.5752   0.5570       0.5946     0.7292     3.89
12       0.5546   0.7333       0.4459     0.6624     3.85
13       0.7092   0.7463       0.6757     0.8292     3.10
14       0.6757   0.6757       0.6757     0.8000     3.85
15       0.6944   0.7143       0.6757     0.8167     3.02
16       0.7259   0.8033       0.6622     0.7643     3.00
17       0.7368   0.8305       0.6622     0.7771     3.08
18       0.7591   0.8254       0.7027     0.7898     3.04
21       0.3125   0.5556       0.2174     0.7105     4.08
22       0.3556   0.3636       0.3478     0.6184     4.13
31       0.7571   0.7794       0.7361     0.7778     3.08
32       0.7313   0.7903       0.6806     0.7647     3.07
33       0.5217   0.6977       0.4167     0.6405     3.19
34       0.7634   0.8475       0.6944     0.7974     3.08
41       0.5106   0.5217       0.5000     0.5490     3.75
42       0.6341   0.7222       0.5652     0.7170     3.23
43       0.6190   0.6842       0.5652     0.6981     3.89
44       0.5248   0.5362       0.5139     0.5621     1.95
45       0.5493   0.5571       0.5417     0.5817     3.95
51       0.6986   0.6892       0.7083     0.7124     3.76
52       0.6818   0.7500       0.6250     0.7255     3.80
53       0.6957   0.7273       0.6667     0.7255     3.90
54       0.6111   0.6111       0.6111     0.6340     3.98
61       0.5238   0.5789       0.4783     0.6226     3.23
62       0.3913   0.3913       0.3913     0.4717     3.91
63       0.5915   0.6000       0.5833     0.6209     3.86
64       0.6087   0.6364       0.5833     0.6471     3.84
65       0.5581   0.6316       0.5000     0.6275     1.95
66       0.6164   0.6081       0.6250     0.6340     3.88
67       0.6074   0.6508       0.5694     0.6536     3.75
68       0.6622   0.6447       0.6806     0.6732     3.96
72       0.3235   0.3438       0.3056     0.3987     62.00
73       0.3673   0.3600       0.3750     0.3922     28.07
74       0.3688   0.3768       0.3611     0.4183     89.42
81       0.4870   0.6512       0.3889     0.6144     1.97
82       0.4930   0.5000       0.4861     0.5294     2.86
83       0.5128   0.6250       0.4348     0.6415     4.17
84       0.5641   0.6875       0.4783     0.6792     4.70
