
Sample-level average across 5 folds - Epoch 45
Overall Results:
Macro-F1: 0.6883
Macro-Precision: 0.6877
Macro-Recall: 0.6889
Accuracy: 0.6997

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8112   0.8406       0.7838     0.8280     3.01
2        0.7179   0.6829       0.7568     0.8167     3.01
3        0.7237   0.7051       0.7432     0.8250     3.02
4        0.7296   0.6824       0.7838     0.8208     3.07
5        0.5867   0.5789       0.5946     0.7417     3.81
6        0.6538   0.6220       0.6892     0.7750     3.10
7        0.5610   0.5111       0.6216     0.7000     3.85
8        0.6174   0.6133       0.6216     0.7625     3.90
9        0.6792   0.6353       0.7297     0.7875     3.08
10       0.6447   0.6282       0.6622     0.7750     3.81
11       0.5848   0.5155       0.6757     0.7042     3.89
12       0.6457   0.7736       0.5541     0.7134     3.85
13       0.7273   0.7536       0.7027     0.8375     3.10
14       0.6842   0.6667       0.7027     0.8000     3.85
15       0.6755   0.6623       0.6892     0.7958     3.02
16       0.7429   0.7879       0.7027     0.7707     3.00
17       0.6963   0.7705       0.6351     0.7389     3.08
18       0.7324   0.7647       0.7027     0.7580     3.04
21       0.4878   0.5556       0.4348     0.7237     4.08
22       0.3404   0.3333       0.3478     0.5921     4.13
31       0.7832   0.7887       0.7778     0.7974     3.08
32       0.7361   0.7361       0.7361     0.7516     3.07
33       0.5693   0.6000       0.5417     0.6144     3.19
34       0.7571   0.7794       0.7361     0.7778     3.08
41       0.5170   0.5067       0.5278     0.5359     3.75
42       0.7273   0.7619       0.6957     0.7736     3.23
43       0.6250   0.6000       0.6522     0.6604     3.89
44       0.5290   0.4940       0.5694     0.5229     1.95
45       0.6207   0.6164       0.6250     0.6405     3.95
51       0.6712   0.6622       0.6806     0.6863     3.76
52       0.7568   0.7368       0.7778     0.7647     3.80
53       0.6479   0.6571       0.6389     0.6732     3.90
54       0.6528   0.6528       0.6528     0.6732     3.98
61       0.5000   0.5238       0.4783     0.5849     3.23
62       0.4583   0.4400       0.4783     0.5094     3.91
63       0.6174   0.5974       0.6389     0.6275     3.86
64       0.6887   0.6582       0.7222     0.6928     3.84
65       0.5503   0.5325       0.5694     0.5621     1.95
66       0.6358   0.6076       0.6667     0.6405     3.88
67       0.6377   0.6667       0.6111     0.6732     3.75
68       0.6447   0.6125       0.6806     0.6471     3.96
72       0.3650   0.3846       0.3472     0.4314     62.00
73       0.3357   0.3380       0.3333     0.3791     28.07
74       0.3944   0.4000       0.3889     0.4379     89.42
81       0.5634   0.5714       0.5556     0.5948     1.97
82       0.4895   0.4930       0.4861     0.5229     2.86
83       0.4783   0.4783       0.4783     0.5472     4.17
84       0.6429   0.5455       0.7826     0.6226     4.70
