
Multi-Variant CV on CWE121_Stack_Based_Buffer_Overflow epoch 9
Overall Results:
Macro-F1: 0.6037
Macro-Precision: 0.6036
Macro-Recall: 0.6037
Accuracy: 0.6172

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7727   0.8361       0.7183     0.7842     3.02
2        0.4076   0.3721       0.4507     0.5592     3.00
3        0.6267   0.5949       0.6620     0.7443     3.05
4        0.5556   0.6364       0.4930     0.7443     3.11
5        0.5031   0.4545       0.5634     0.6393     3.83
6        0.5091   0.4516       0.5833     0.6384     3.11
7        0.3014   0.2933       0.3099     0.5342     3.88
8        0.1463   0.1731       0.1268     0.5249     3.91
9        0.4828   0.4730       0.4930     0.6606     3.12
10       0.5797   0.5970       0.5634     0.7376     3.84
11       0.6270   0.5088       0.8169     0.6878     3.90
12       0.3650   0.3788       0.3521     0.4082     3.89
13       0.5211   0.5211       0.5211     0.6923     3.13
14       0.3108   0.2987       0.3239     0.5385     3.88
15       0.6832   0.6111       0.7746     0.7692     3.05
16       0.5441   0.5692       0.5211     0.5753     3.03
17       0.7218   0.7742       0.6761     0.7466     3.10
18       0.5538   0.6102       0.5070     0.6027     3.07
21       0.3333   0.3684       0.3043     0.6216     4.11
22       0.4500   0.5294       0.3913     0.7027     4.16
31       0.6866   0.7077       0.6667     0.7063     3.13
32       0.6929   0.7586       0.6377     0.7273     3.12
33       0.2407   0.3333       0.1884     0.4306     3.23
34       0.4727   0.6341       0.3768     0.5944     3.13
41       0.5614   0.4752       0.6857     0.4863     3.79
42       0.5581   0.6000       0.5217     0.6346     3.25
43       0.5238   0.5789       0.4783     0.6226     3.89
45       0.7030   0.6105       0.8286     0.6573     4.00
51       0.5660   0.5056       0.6429     0.5208     3.80
52       0.6718   0.7213       0.6286     0.7014     3.83
53       0.5270   0.5000       0.5571     0.5139     3.94
54       0.6667   0.6923       0.6429     0.6853     4.03
61       0.6667   0.7368       0.6087     0.7308     3.25
62       0.2927   0.3333       0.2609     0.4528     3.91
63       0.5035   0.4932       0.5143     0.5137     3.90
64       0.6767   0.7143       0.6429     0.7055     3.88
66       0.5952   0.5102       0.7143     0.5310     3.92
67       0.5143   0.5143       0.5143     0.5342     3.79
68       0.7843   0.7229       0.8571     0.7740     4.01
72       0.0889   0.0923       0.0857     0.1633     62.07
73       0.2526   0.4800       0.1714     0.5170     28.14
