
Multi-Variant CV on CWE416_Use_After_Free epoch 8
Overall Results:
Macro-F1: 0.5736
Macro-Precision: 0.6212
Macro-Recall: 0.5697
Accuracy: 0.7467

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.5185   0.7778       0.3889     0.7547     1.81
2        0.3077   0.5000       0.2222     0.7955     1.74
3        0.2609   0.6000       0.1667     0.8068     1.74
4        0.3077   0.5000       0.2222     0.7955     1.74
5        0.1622   0.1579       0.1667     0.6477     2.90
6        0.4286   0.6000       0.3333     0.8182     1.76
7        0.5625   0.6429       0.5000     0.8409     3.09
8        0.1739   0.4000       0.1111     0.7841     3.09
9        0.5926   0.8889       0.4444     0.8750     1.74
10       0.2381   0.2083       0.2778     0.6364     2.88
11       0.0769   0.1250       0.0556     0.7273     3.06
12       0.3684   0.3500       0.3889     0.5472     2.92
13       0.3333   0.6667       0.2222     0.8182     1.74
14       0.1538   0.2500       0.1111     0.7500     3.09
15       0.1000   0.5000       0.0556     0.7955     1.76
16       0.3333   0.6667       0.2222     0.6981     1.81
17       0.4348   1.0000       0.2778     0.7547     1.85
18       0.3333   0.6667       0.2222     0.6981     1.83
43       0.0769   0.1111       0.0588     0.5294     2.47
62       0.1053   0.5000       0.0588     0.6667     2.49
63       0.5455   1.0000       0.3750     0.7917     2.73
64       0.1000   0.2500       0.0625     0.6250     2.71
