
Multi-Variant CV on CWE416_Use_After_Free epoch 35
Overall Results:
Macro-F1: 0.6812
Macro-Precision: 0.7211
Macro-Recall: 0.6636
Accuracy: 0.7940

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.4800   0.8571       0.3333     0.7547     1.81
2        0.7143   1.0000       0.5556     0.9091     1.74
3        0.8125   0.9286       0.7222     0.9318     1.74
4        0.5185   0.7778       0.3889     0.8523     1.74
5        0.3529   0.3750       0.3333     0.7500     2.90
6        0.6897   0.9091       0.5556     0.8977     1.76
7        0.4324   0.4211       0.4444     0.7614     3.09
8        0.1176   0.1250       0.1111     0.6591     3.09
9        0.6452   0.7692       0.5556     0.8750     1.74
10       0.4000   0.5000       0.3333     0.7955     2.88
11       0.1290   0.1538       0.1111     0.6932     3.06
12       0.6190   0.5417       0.7222     0.6981     2.92
13       0.6667   0.7333       0.6111     0.8750     1.74
14       0.4138   0.5455       0.3333     0.8068     3.09
15       0.7143   1.0000       0.5556     0.9091     1.76
16       0.3636   1.0000       0.2222     0.7358     1.81
17       0.6207   0.8182       0.5000     0.7925     1.85
18       0.6207   0.8182       0.5000     0.7925     1.83
43       0.2667   0.3077       0.2353     0.5686     2.47
62       0.1818   0.4000       0.1176     0.6471     2.49
63       0.4615   0.6000       0.3750     0.7083     2.73
64       0.5217   0.8571       0.3750     0.7708     2.71
