
Multi-Variant CV on CWE416_Use_After_Free epoch 17
Overall Results:
Macro-F1: 0.6505
Macro-Precision: 0.6803
Macro-Recall: 0.6375
Accuracy: 0.7716

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.4444   0.6667       0.3333     0.7170     1.81
2        0.5926   0.8889       0.4444     0.8750     1.74
3        0.4118   0.4375       0.3889     0.7727     1.74
4        0.4444   0.6667       0.3333     0.8295     1.74
5        0.5000   0.5000       0.5000     0.7955     2.90
6        0.4242   0.4667       0.3889     0.7841     1.76
7        0.4667   0.5833       0.3889     0.8182     3.09
8        0.3636   0.4000       0.3333     0.7614     3.09
9        0.7586   1.0000       0.6111     0.9205     1.74
10       0.2778   0.2778       0.2778     0.7045     2.88
11       0.2162   0.2105       0.2222     0.6705     3.06
12       0.5714   0.5882       0.5556     0.7170     2.92
13       0.7059   0.7500       0.6667     0.8864     1.74
14       0.4103   0.3810       0.4444     0.7386     3.09
15       0.2727   0.7500       0.1667     0.8182     1.76
16       0.4167   0.8333       0.2778     0.7358     1.81
17       0.5714   0.8000       0.4444     0.7736     1.85
18       0.7027   0.6842       0.7222     0.7925     1.83
43       0.0000   0.0000       0.0000     0.5294     2.47
62       0.1111   1.0000       0.0588     0.6863     2.49
63       0.4667   0.5000       0.4375     0.6667     2.73
64       0.3810   0.8000       0.2500     0.7292     2.71
