
Multi-Variant CV on CWE416_Use_After_Free epoch 42
Overall Results:
Macro-F1: 0.6625
Macro-Precision: 0.6628
Macro-Recall: 0.6622
Accuracy: 0.7523

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.5789   0.5500       0.6111     0.6981     1.81
2        0.7568   0.7368       0.7778     0.8977     1.74
3        0.4286   0.6000       0.3333     0.8182     1.74
4        0.6875   0.7857       0.6111     0.8864     1.74
5        0.6122   0.4839       0.8333     0.7841     2.90
6        0.6857   0.7059       0.6667     0.8750     1.76
7        0.5854   0.5217       0.6667     0.8068     3.09
8        0.0952   0.0833       0.1111     0.5682     3.09
9        0.5957   0.4828       0.7778     0.7841     1.74
10       0.4211   0.4000       0.4444     0.7500     2.88
11       0.1304   0.1071       0.1667     0.5455     3.06
12       0.6939   0.5484       0.9444     0.7170     2.92
13       0.7333   0.9167       0.6111     0.9091     1.74
14       0.2308   0.3750       0.1667     0.7727     3.09
15       0.4138   0.5455       0.3333     0.8068     1.76
16       0.5714   0.8000       0.4444     0.7736     1.81
17       0.6667   0.8333       0.5556     0.8113     1.85
18       0.6452   0.7692       0.5556     0.7925     1.83
43       0.0606   0.0625       0.0588     0.3922     2.47
62       0.0741   0.1000       0.0588     0.5098     2.49
63       0.6667   0.6471       0.6875     0.7708     2.73
64       0.2759   0.3077       0.2500     0.5625     2.71
