
Multi-Variant CV on CWE122_Heap_Based_Buffer_Overflow epoch 46
Overall Results:
Macro-F1: 0.5604
Macro-Precision: 0.5602
Macro-Recall: 0.5611
Accuracy: 0.5751

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.4462   0.5370       0.3816     0.5355     3.21
2        0.5263   0.5263       0.5263     0.6923     3.20
3        0.5119   0.4674       0.5658     0.6639     3.16
4        0.4906   0.4699       0.5132     0.6680     3.18
5        0.3182   0.2800       0.3684     0.5082     3.84
6        0.2333   0.2059       0.2692     0.4567     3.21
7        0.6437   0.5714       0.7368     0.7459     3.91
8        0.1348   0.1176       0.1579     0.3689     4.03
9        0.5349   0.4792       0.6053     0.6721     3.16
10       0.5767   0.5402       0.6184     0.7172     3.85
11       0.1989   0.1714       0.2368     0.4057     4.00
12       0.4557   0.4557       0.4557     0.4911     4.43
13       0.6705   0.5900       0.7763     0.7623     3.20
14       0.5492   0.4530       0.6974     0.6434     3.95
15       0.5397   0.4513       0.6711     0.6434     3.19
16       0.5985   0.6721       0.5395     0.6562     3.19
17       0.7907   0.8947       0.7083     0.8176     3.01
18       0.5823   0.5610       0.6053     0.5875     3.19
21       0.2941   0.3509       0.2532     0.6082     4.11
22       0.3067   0.3239       0.2911     0.5738     4.22
31       0.4118   0.4667       0.3684     0.4969     3.21
32       0.3636   0.4286       0.3158     0.4684     3.29
33       0.6358   0.6316       0.6400     0.6541     3.44
34       0.7862   0.8261       0.7500     0.8050     3.21
41       0.4277   0.3936       0.4684     0.4107     3.46
42       0.4971   0.4574       0.5443     0.4852     3.44
43       0.6105   0.5225       0.7342     0.5673     3.73
45       0.2812   0.3673       0.2278     0.4556     3.66
51       0.7013   0.7200       0.6835     0.7278     3.46
52       0.6173   0.6024       0.6329     0.6331     3.53
53       0.7345   0.6633       0.8228     0.7219     3.61
54       0.6628   0.6129       0.7215     0.6548     3.74
61       0.5493   0.6190       0.4937     0.6213     3.43
62       0.2395   0.2273       0.2532     0.2573     3.75
63       0.1565   0.2500       0.1139     0.4260     4.01
64       0.3551   0.6786       0.2405     0.5917     4.00
65       0.0000   0.0000       0.0000     0.5000     1.00
66       0.7011   0.6421       0.7722     0.6923     4.12
67       0.6267   0.6620       0.5949     0.6667     3.79
68       0.4886   0.4433       0.5443     0.4675     3.64
72       0.0637   0.0641       0.0633     0.1404     62.04
73       0.0408   0.0441       0.0380     0.1754     28.00
83       0.6197   0.5500       0.7097     0.6351     4.46
84       0.7042   0.6250       0.8065     0.7162     4.47
