
Multi-Variant CV on CWE190_Integer_Overflow epoch 31
Overall Results:
Macro-F1: 0.8548
Macro-Precision: 0.8529
Macro-Recall: 0.8578
Accuracy: 0.8574

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        1.0000   1.0000       1.0000     1.0000     2.03
2        0.9697   0.9412       1.0000     0.9815     2.06
3        0.9697   0.9412       1.0000     0.9821     2.05
4        0.9677   0.9375       1.0000     0.9793     2.08
5        0.9048   0.9268       0.8837     0.9424     2.95
6        0.9778   0.9778       0.9778     0.9862     2.08
7        0.6296   0.5667       0.7083     0.7368     2.92
8        0.6569   0.4891       1.0000     0.6667     3.18
9        0.9677   0.9375       1.0000     0.9793     2.07
10       0.9556   0.9149       1.0000     0.9712     2.96
11       0.7358   0.6393       0.8667     0.8014     3.18
12       0.1000   0.3636       0.0580     0.4667     3.07
13       0.9451   0.9149       0.9773     0.9653     2.10
14       0.6393   0.5270       0.8125     0.7105     2.93
15       1.0000   1.0000       1.0000     1.0000     2.04
16       1.0000   1.0000       1.0000     1.0000     2.04
17       1.0000   1.0000       1.0000     1.0000     2.24
18       1.0000   1.0000       1.0000     1.0000     2.06
21       0.7738   0.8333       0.7222     0.8164     2.32
22       0.8462   0.7458       0.9778     0.8454     2.63
31       0.9846   0.9697       1.0000     0.9861     2.04
32       0.9773   0.9773       0.9773     0.9783     2.43
33       1.0000   1.0000       1.0000     1.0000     2.88
34       0.9552   0.9143       1.0000     0.9583     2.01
41       0.8521   0.9114       0.8000     0.8512     1.85
42       0.9825   0.9655       1.0000     0.9815     1.70
43       0.6190   0.5417       0.7222     0.7037     2.90
45       0.9570   0.9271       0.9889     0.9524     1.96
51       0.9834   0.9780       0.9889     0.9821     1.85
52       0.9778   0.9778       0.9778     0.9762     1.86
53       0.9836   0.9677       1.0000     0.9821     1.98
54       0.9889   0.9889       0.9889     0.9881     2.10
61       0.7712   0.8551       0.7024     0.7840     1.72
62       0.6582   0.6047       0.7222     0.7500     2.90
63       0.8111   0.7604       0.8690     0.7901     2.48
64       0.8136   0.7742       0.8571     0.7963     2.49
66       0.9032   0.9859       0.8333     0.9074     2.49
67       0.8125   0.8814       0.7536     0.8222     2.01
68       0.7469   0.5960       1.0000     0.6369     1.96
72       0.0323   0.0435       0.0256     0.4872     59.42
73       0.2083   0.1754       0.2564     0.3504     26.30
83       0.8657   0.9355       0.8056     0.9167     2.82
84       0.7027   0.6842       0.7222     0.7963     2.80
