
Multi-Variant CV on CWE416_Use_After_Free epoch 25
Overall Results:
Macro-F1: 0.6857
Macro-Precision: 0.6959
Macro-Recall: 0.6782
Accuracy: 0.7791

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8824   0.9375       0.8333     0.9245     1.81
2        0.3636   0.4000       0.3333     0.7614     1.74
3        0.6667   0.8333       0.5556     0.8864     1.74
4        0.7568   0.7368       0.7778     0.8977     1.74
5        0.4375   0.5000       0.3889     0.7955     2.90
6        0.6452   0.7692       0.5556     0.8750     1.76
7        0.4000   0.5000       0.3333     0.7955     3.09
8        0.5000   0.5714       0.4444     0.8182     3.09
9        0.7273   0.8000       0.6667     0.8977     1.74
10       0.2857   0.2105       0.4444     0.5455     2.88
11       0.3333   0.4167       0.2778     0.7727     3.06
12       0.4375   0.5000       0.3889     0.6604     2.92
13       0.5161   0.6154       0.4444     0.8295     1.74
14       0.5263   0.5000       0.5556     0.7955     3.09
15       0.4848   0.5333       0.4444     0.8068     1.76
16       0.6061   0.6667       0.5556     0.7547     1.81
17       0.6857   0.7059       0.6667     0.7925     1.85
18       0.5517   0.7273       0.4444     0.7547     1.83
43       0.4444   0.6000       0.3529     0.7059     2.47
62       0.0000   0.0000       0.0000     0.4902     2.49
63       0.6471   0.6111       0.6875     0.7500     2.73
64       0.4000   0.3684       0.4375     0.5625     2.71
