
Multi-Variant CV on CWE190_Integer_Overflow epoch 37
Overall Results:
Macro-F1: 0.8489
Macro-Precision: 0.8474
Macro-Recall: 0.8507
Accuracy: 0.8520

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        1.0000   1.0000       1.0000     1.0000     2.03
2        0.9841   1.0000       0.9688     0.9907     2.06
3        0.9841   1.0000       0.9688     0.9911     2.05
4        0.9670   0.9565       0.9778     0.9793     2.08
5        0.8810   0.9024       0.8605     0.9281     2.95
6        0.9888   1.0000       0.9778     0.9931     2.08
7        0.6600   0.6346       0.6875     0.7763     2.92
8        0.6429   0.4737       1.0000     0.6454     3.18
9        0.9783   0.9574       1.0000     0.9862     2.07
10       0.9767   0.9767       0.9767     0.9856     2.96
11       0.7619   0.8205       0.7111     0.8582     3.18
12       0.0741   0.2500       0.0435     0.4444     3.07
13       0.9556   0.9348       0.9773     0.9722     2.10
14       0.5849   0.5345       0.6458     0.7105     2.93
15       0.9841   1.0000       0.9688     0.9911     2.04
16       1.0000   1.0000       1.0000     1.0000     2.04
17       1.0000   1.0000       1.0000     1.0000     2.24
18       0.9841   1.0000       0.9688     0.9861     2.06
21       0.7556   0.7556       0.7556     0.7874     2.32
22       0.7847   0.6891       0.9111     0.7826     2.63
31       1.0000   1.0000       1.0000     1.0000     2.04
32       0.9398   1.0000       0.8864     0.9457     2.43
33       0.9524   1.0000       0.9091     0.9697     2.88
34       0.9552   0.9143       1.0000     0.9583     2.01
41       0.8780   0.9730       0.8000     0.8810     1.85
42       0.9143   0.8791       0.9524     0.9074     1.70
43       0.5128   0.4762       0.5556     0.6481     2.90
45       0.9721   0.9775       0.9667     0.9702     1.96
51       0.9773   1.0000       0.9556     0.9762     1.85
52       0.9486   0.9765       0.9222     0.9464     1.86
53       0.9727   0.9570       0.9889     0.9702     1.98
54       0.9831   1.0000       0.9667     0.9821     2.10
61       0.9701   0.9759       0.9643     0.9691     1.72
62       0.7222   0.7222       0.7222     0.8148     2.90
63       0.7624   0.7113       0.8214     0.7346     2.48
64       0.9091   0.8696       0.9524     0.9012     2.49
66       0.8696   0.9091       0.8333     0.8704     2.49
67       0.8361   0.9623       0.7391     0.8519     2.01
68       0.8295   0.7087       1.0000     0.7798     1.96
72       0.0194   0.0156       0.0256     0.1368     59.42
73       0.0556   0.0435       0.0769     0.1282     26.30
83       0.8000   0.7692       0.8333     0.8611     2.82
84       0.7333   0.9167       0.6111     0.8519     2.80
