
Multi-Variant CV on CWE121_Stack_Based_Buffer_Overflow epoch 1
Overall Results:
Macro-F1: 0.5066
Macro-Precision: 0.5131
Macro-Recall: 0.5115
Accuracy: 0.5473

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.5041   0.5962       0.4366     0.5612     3.02
2        0.4615   0.5870       0.3803     0.7014     3.00
3        0.1915   0.3913       0.1268     0.6530     3.05
4        0.3810   0.3684       0.3944     0.5845     3.11
5        0.4498   0.3406       0.6620     0.4749     3.83
6        0.1489   0.3182       0.0972     0.6429     3.11
7        0.0629   0.0568       0.0704     0.3196     3.88
8        0.4660   0.7500       0.3380     0.7511     3.91
9        0.5128   0.6522       0.4225     0.7421     3.12
10       0.4831   0.4019       0.6056     0.5837     3.84
11       0.4222   0.3486       0.5352     0.5294     3.90
12       0.1667   0.3200       0.1127     0.4558     3.89
13       0.5593   0.7021       0.4648     0.7647     3.13
14       0.0727   0.0638       0.0845     0.3077     3.88
15       0.1333   0.3158       0.0845     0.6471     3.05
16       0.5357   0.7317       0.4225     0.6438     3.03
17       0.4918   0.5882       0.4225     0.5753     3.10
18       0.5283   0.8000       0.3944     0.6575     3.07
21       0.3768   0.2826       0.5652     0.4189     4.11
22       0.0000   0.0000       0.0000     0.3378     4.16
31       0.1667   0.4667       0.1014     0.5105     3.13
32       0.0935   0.1316       0.0725     0.3217     3.12
33       0.3333   0.3684       0.3043     0.4167     3.23
34       0.4262   0.4906       0.3768     0.5105     3.13
41       0.6241   0.6197       0.6286     0.6370     3.79
42       0.2308   1.0000       0.1304     0.6154     3.25
43       0.5000   0.4242       0.6087     0.4717     3.89
45       0.0526   0.3333       0.0286     0.4965     4.00
51       0.6606   0.9231       0.5143     0.7431     3.80
52       0.1143   0.1714       0.0857     0.3542     3.83
53       0.5200   0.8667       0.3714     0.6667     3.94
54       0.3636   0.4314       0.3143     0.4615     4.03
61       0.2703   0.3571       0.2174     0.4808     3.25
62       0.0500   0.0588       0.0435     0.2830     3.91
63       0.5714   0.7619       0.4571     0.6712     3.90
64       0.1020   0.1786       0.0714     0.3973     3.88
66       0.6609   0.8444       0.5429     0.7310     3.92
67       0.3789   0.7200       0.2571     0.5959     3.79
68       0.5890   0.5161       0.6857     0.5411     4.01
72       0.0290   0.0294       0.0286     0.0884     62.07
73       0.3944   0.3889       0.4000     0.4150     28.14
