
Multi-Variant CV on CWE122_Heap_Based_Buffer_Overflow epoch 14
Overall Results:
Macro-F1: 0.5199
Macro-Precision: 0.5202
Macro-Recall: 0.5199
Accuracy: 0.5424

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.5954   0.7091       0.5132     0.6581     3.21
2        0.5198   0.4554       0.6053     0.6368     3.20
3        0.4457   0.3939       0.5132     0.6025     3.16
4        0.4571   0.4040       0.5263     0.6107     3.18
5        0.3165   0.3049       0.3289     0.5574     3.84
6        0.2949   0.2949       0.2949     0.5669     3.21
7        0.6036   0.5484       0.6711     0.7254     3.91
8        0.0725   0.0806       0.0658     0.4754     4.03
9        0.5000   0.3939       0.6842     0.5738     3.16
10       0.6409   0.5524       0.7632     0.7336     3.85
11       0.2561   0.2386       0.2763     0.5000     4.00
12       0.5587   0.5000       0.6329     0.5325     4.43
13       0.4457   0.3939       0.5132     0.6025     3.20
14       0.6118   0.5532       0.6842     0.7295     3.95
15       0.5132   0.5132       0.5132     0.6967     3.19
16       0.5507   0.6129       0.5000     0.6125     3.19
17       0.3818   0.5526       0.2917     0.5405     3.01
18       0.4160   0.5306       0.3421     0.5437     3.19
21       0.0800   0.0845       0.0759     0.4367     4.11
22       0.3459   0.3019       0.4051     0.5041     4.22
31       0.4194   0.5417       0.3421     0.5472     3.21
32       0.4516   0.5833       0.3684     0.5696     3.29
33       0.5652   0.6190       0.5200     0.6226     3.44
34       0.4590   0.6087       0.3684     0.5849     3.21
41       0.4085   0.4603       0.3671     0.5000     3.46
42       0.6329   0.6329       0.6329     0.6568     3.44
43       0.4270   0.3838       0.4810     0.4035     3.73
45       0.2815   0.3393       0.2405     0.4260     3.66
51       0.4051   0.4051       0.4051     0.4438     3.46
52       0.4908   0.4762       0.5063     0.5089     3.53
53       0.6732   0.5476       0.8734     0.6036     3.61
54       0.2194   0.2237       0.2152     0.2798     3.74
61       0.5429   0.6230       0.4810     0.6213     3.43
62       0.2892   0.2759       0.3038     0.3099     3.75
63       0.2623   0.3721       0.2025     0.4675     4.01
64       0.4151   0.8148       0.2785     0.6331     4.00
65       0.0000   0.0000       0.0000     0.5000     1.00
66       0.5714   0.7037       0.4810     0.6627     4.12
67       0.3520   0.4783       0.2785     0.5179     3.79
68       0.0959   0.1045       0.0886     0.2189     3.64
72       0.0563   0.0635       0.0506     0.2164     62.04
73       0.0927   0.0972       0.0886     0.1988     28.00
83       0.1852   0.2174       0.1613     0.4054     4.46
84       0.8276   0.8889       0.7742     0.8649     4.47
