
Multi-Variant CV on CWE122_Heap_Based_Buffer_Overflow epoch 18
Overall Results:
Macro-F1: 0.5606
Macro-Precision: 0.5615
Macro-Recall: 0.5602
Accuracy: 0.5827

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.5419   0.5316       0.5526     0.5419     3.21
2        0.4370   0.6047       0.3421     0.7137     3.20
3        0.2931   0.4250       0.2237     0.6639     3.16
4        0.3276   0.4750       0.2500     0.6803     3.18
5        0.4645   0.4557       0.4737     0.6598     3.84
6        0.4048   0.3778       0.4359     0.6063     3.21
7        0.5621   0.5584       0.5658     0.7254     3.91
8        0.2535   0.2727       0.2368     0.5656     4.03
9        0.3770   0.5000       0.3026     0.6885     3.16
10       0.5616   0.5857       0.5395     0.7377     3.85
11       0.3855   0.3556       0.4211     0.5820     4.00
12       0.3721   0.4800       0.3038     0.5207     4.43
13       0.6438   0.6714       0.6184     0.7869     3.20
14       0.5621   0.5584       0.5658     0.7254     3.95
15       0.4195   0.3333       0.5658     0.5123     3.19
16       0.2970   0.6000       0.1974     0.5563     3.19
17       0.6986   0.6892       0.7083     0.7027     3.01
18       0.7125   0.6786       0.7500     0.7125     3.19
21       0.4861   0.5385       0.4430     0.6980     4.11
22       0.1475   0.1159       0.2025     0.2418     4.22
31       0.5816   0.6308       0.5395     0.6289     3.21
32       0.4828   0.5072       0.4605     0.5253     3.29
33       0.6522   0.7143       0.6000     0.6981     3.44
34       0.6667   0.6386       0.6974     0.6667     3.21
41       0.2436   0.2468       0.2405     0.2976     3.46
42       0.4270   0.3838       0.4810     0.3964     3.44
43       0.6915   0.5963       0.8228     0.6608     3.73
45       0.2203   0.3333       0.1646     0.4556     3.66
51       0.5442   0.5882       0.5063     0.6036     3.46
52       0.6389   0.7077       0.5823     0.6923     3.53
53       0.6490   0.6806       0.6203     0.6864     3.61
54       0.7059   0.7297       0.6835     0.7321     3.74
61       0.3546   0.4032       0.3165     0.4615     3.43
62       0.2360   0.2317       0.2405     0.2807     3.75
63       0.5484   0.7556       0.4304     0.6686     4.01
64       0.5753   0.6269       0.5316     0.6331     4.00
65       0.0000   0.0000       0.0000     0.5000     1.00
66       0.5303   0.6604       0.4430     0.6331     4.12
67       0.6154   0.7843       0.5063     0.7024     3.79
68       0.4433   0.3629       0.5696     0.3314     3.64
72       0.0000   0.0000       0.0000     0.0526     62.04
73       0.0385   0.0390       0.0380     0.1228     28.00
83       0.5476   0.4340       0.7419     0.4865     4.46
84       0.7250   0.5918       0.9355     0.7027     4.47
