
Multi-Variant CV on CWE122_Heap_Based_Buffer_Overflow epoch 2
Overall Results:
Macro-F1: 0.4416
Macro-Precision: 0.4538
Macro-Recall: 0.4689
Accuracy: 0.5304

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.1190   0.6250       0.0658     0.5226     3.21
2        0.3311   0.3333       0.3289     0.5684     3.20
3        0.3310   0.3478       0.3158     0.6025     3.16
4        0.3007   0.2987       0.3026     0.5615     3.18
5        0.1593   0.2432       0.1184     0.6107     3.84
6        0.1386   0.3043       0.0897     0.6575     3.21
7        0.2416   0.2466       0.2368     0.5369     3.91
8        0.0183   0.0303       0.0132     0.5615     4.03
9        0.3056   0.3235       0.2895     0.5902     3.16
10       0.4025   0.3855       0.4211     0.6107     3.85
11       0.0202   0.0435       0.0132     0.6025     4.00
12       0.4118   0.4912       0.3544     0.5266     4.43
13       0.1587   0.2000       0.1316     0.5656     3.20
14       0.3025   0.4186       0.2368     0.6598     3.95
15       0.1538   0.4667       0.0921     0.6844     3.19
16       0.4091   0.4821       0.3553     0.5125     3.19
17       0.1707   0.7000       0.0972     0.5405     3.01
18       0.0723   0.4286       0.0395     0.5188     3.19
21       0.0348   0.0556       0.0253     0.5469     4.11
22       0.3803   0.4286       0.3418     0.6393     4.22
31       0.1149   0.4545       0.0658     0.5157     3.21
32       0.1348   0.4615       0.0789     0.5127     3.29
33       0.1982   0.3056       0.1467     0.4403     3.44
34       0.1591   0.5833       0.0921     0.5346     3.21
41       0.3492   0.4681       0.2785     0.5119     3.46
42       0.4252   0.5625       0.3418     0.5680     3.44
43       0.1203   0.1481       0.1013     0.3158     3.73
45       0.3089   0.4318       0.2405     0.4970     3.66
51       0.1695   0.2564       0.1266     0.4201     3.46
52       0.1789   0.2500       0.1392     0.4024     3.53
53       0.4179   0.5091       0.3544     0.5385     3.61
54       0.0000   0.0000       0.0000     0.3988     3.74
61       0.3774   0.7407       0.2532     0.6095     3.43
62       0.4464   0.7576       0.3165     0.6374     3.75
63       0.0354   0.0588       0.0253     0.3550     4.01
64       0.0930   0.5714       0.0506     0.5385     4.00
65       0.0000   0.0000       0.0000     0.5000     1.00
66       0.0952   0.8000       0.0506     0.5503     4.12
67       0.0594   0.1364       0.0380     0.4345     3.79
68       0.0462   0.0588       0.0380     0.2663     3.64
72       0.0903   0.0921       0.0886     0.1754     62.04
73       0.0820   0.1163       0.0633     0.3450     28.00
83       0.4103   1.0000       0.2581     0.6892     4.46
84       0.1622   0.5000       0.0968     0.5811     4.47
