
Multi-Variant CV on CWE190_Integer_Overflow epoch 8
Overall Results:
Macro-F1: 0.8264
Macro-Precision: 0.8328
Macro-Recall: 0.8227
Accuracy: 0.8332

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        1.0000   1.0000       1.0000     1.0000     2.03
2        1.0000   1.0000       1.0000     1.0000     2.06
3        0.9206   0.9355       0.9062     0.9554     2.05
4        0.9773   1.0000       0.9556     0.9862     2.08
5        0.8642   0.9211       0.8140     0.9209     2.95
6        0.9545   0.9767       0.9333     0.9724     2.08
7        0.7381   0.8611       0.6458     0.8553     2.92
8        0.6458   0.6078       0.6889     0.7589     3.18
9        0.9773   1.0000       0.9556     0.9862     2.07
10       0.8736   0.8636       0.8837     0.9209     2.96
11       0.5479   0.7143       0.4444     0.7660     3.18
12       0.0541   0.4000       0.0290     0.4815     3.07
13       0.9438   0.9333       0.9545     0.9653     2.10
14       0.5714   0.9091       0.4167     0.8026     2.93
15       1.0000   1.0000       1.0000     1.0000     2.04
16       0.9677   1.0000       0.9375     0.9722     2.04
17       1.0000   1.0000       1.0000     1.0000     2.24
18       0.9841   1.0000       0.9688     0.9861     2.06
21       0.5960   0.7377       0.5000     0.7053     2.32
22       0.8601   0.8058       0.9222     0.8696     2.63
31       1.0000   1.0000       1.0000     1.0000     2.04
32       0.9524   1.0000       0.9091     0.9565     2.43
33       0.6000   0.6667       0.5455     0.7576     2.88
34       0.9697   0.9412       1.0000     0.9722     2.01
41       0.7619   0.9825       0.6222     0.7917     1.85
42       0.8686   0.8352       0.9048     0.8580     1.70
43       0.7324   0.7429       0.7222     0.8241     2.90
45       0.8272   0.9306       0.7444     0.8333     1.96
51       0.9714   1.0000       0.9444     0.9702     1.85
52       0.7785   0.9831       0.6444     0.8036     1.86
53       0.9231   0.9873       0.8667     0.9226     1.98
54       0.9167   0.9872       0.8556     0.9167     2.10
61       0.9259   0.9615       0.8929     0.9259     1.72
62       0.2424   0.2667       0.2222     0.5370     2.90
63       0.8634   0.7980       0.9405     0.8457     2.48
64       0.8380   0.7895       0.8929     0.8210     2.49
66       0.8725   1.0000       0.7738     0.8827     2.49
67       0.7234   0.7083       0.7391     0.7111     2.01
68       0.8911   0.8036       1.0000     0.8690     1.96
72       0.0211   0.0179       0.0256     0.2051     59.42
73       0.0222   0.0196       0.0256     0.2479     26.30
83       0.5098   0.8667       0.3611     0.7685     2.82
84       0.5610   0.5000       0.6389     0.6667     2.80
