
Multi-Variant CV on CWE122_Heap_Based_Buffer_Overflow epoch 23
Overall Results:
Macro-F1: 0.5706
Macro-Precision: 0.5716
Macro-Recall: 0.5742
Accuracy: 0.5791

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.4025   0.3855       0.4211     0.3871     3.21
2        0.5731   0.5158       0.6447     0.6880     3.20
3        0.4375   0.3621       0.5526     0.5574     3.16
4        0.5714   0.5217       0.6316     0.7049     3.18
5        0.4875   0.4643       0.5132     0.6639     3.84
6        0.3311   0.3425       0.3205     0.6024     3.21
7        0.4571   0.4040       0.5263     0.6107     3.91
8        0.0889   0.1017       0.0789     0.4959     4.03
9        0.5314   0.4198       0.7237     0.6025     3.16
10       0.5978   0.5093       0.7237     0.6967     3.85
11       0.1282   0.1250       0.1316     0.4426     4.00
12       0.5746   0.5098       0.6582     0.5444     4.43
13       0.4678   0.4211       0.5263     0.6270     3.20
14       0.5409   0.5181       0.5658     0.7008     3.95
15       0.3470   0.2657       0.5000     0.4139     3.19
16       0.5714   0.6250       0.5263     0.6250     3.19
17       0.8267   0.7949       0.8611     0.8243     3.01
18       0.7927   0.7386       0.8553     0.7875     3.19
21       0.5763   0.5204       0.6456     0.6939     4.11
22       0.6076   0.6076       0.6076     0.7459     4.22
31       0.4848   0.5714       0.4211     0.5723     3.21
32       0.3484   0.3418       0.3553     0.3608     3.29
33       0.4586   0.4390       0.4800     0.4654     3.44
34       0.8447   0.8000       0.8947     0.8428     3.21
41       0.3750   0.3186       0.4557     0.2857     3.46
42       0.4876   0.4016       0.6203     0.3905     3.44
43       0.6863   0.5600       0.8861     0.6257     3.73
45       0.5000   0.4938       0.5063     0.5266     3.66
51       0.5135   0.5507       0.4810     0.5740     3.46
52       0.5963   0.5854       0.6076     0.6154     3.53
53       0.7204   0.6262       0.8481     0.6923     3.61
54       0.7241   0.6632       0.7975     0.7143     3.74
61       0.6883   0.7067       0.6709     0.7160     3.43
62       0.4633   0.4184       0.5190     0.4444     3.75
63       0.1958   0.2188       0.1772     0.3195     4.01
64       0.2474   0.6667       0.1519     0.5680     4.00
65       0.0000   0.0000       0.0000     0.5000     1.00
66       0.6710   0.6842       0.6582     0.6982     4.12
67       0.6994   0.6786       0.7215     0.7083     3.79
68       0.7610   0.6190       0.9873     0.7101     3.64
72       0.0253   0.0253       0.0253     0.0994     62.04
73       0.0870   0.0854       0.0886     0.1404     28.00
83       0.6933   0.5909       0.8387     0.6892     4.46
84       0.6076   0.5000       0.7742     0.5811     4.47
