
Multi-Variant CV on CWE190_Integer_Overflow epoch 3
Overall Results:
Macro-F1: 0.7517
Macro-Precision: 0.7602
Macro-Recall: 0.7480
Accuracy: 0.7629

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.9697   0.9412       1.0000     0.9722     2.03
2        0.9231   0.9091       0.9375     0.9537     2.06
3        0.8308   0.8182       0.8438     0.9018     2.05
4        0.9425   0.9762       0.9111     0.9655     2.08
5        0.7792   0.8824       0.6977     0.8777     2.95
6        0.8312   1.0000       0.7111     0.9103     2.08
7        0.7407   0.9091       0.6250     0.8618     2.92
8        0.6053   0.7419       0.5111     0.7872     3.18
9        0.8434   0.9211       0.7778     0.9103     2.07
10       0.7789   0.7115       0.8605     0.8489     2.96
11       0.4494   0.4545       0.4444     0.6525     3.18
12       0.0000   0.0000       0.0000     0.4667     3.07
13       0.9048   0.9500       0.8636     0.9444     2.10
14       0.3390   0.9091       0.2083     0.7434     2.93
15       0.9841   1.0000       0.9688     0.9911     2.04
16       0.9355   0.9667       0.9062     0.9444     2.04
17       0.9655   1.0000       0.9333     0.9697     2.24
18       0.9524   0.9677       0.9375     0.9583     2.06
21       0.4852   0.5190       0.4556     0.5797     2.32
22       0.7232   0.6045       0.9000     0.7005     2.63
31       0.9841   1.0000       0.9688     0.9861     2.04
32       0.9333   0.9130       0.9545     0.9348     2.43
33       0.2051   0.2353       0.1818     0.5303     2.88
34       0.9231   0.9091       0.9375     0.9306     2.01
41       0.6119   0.9318       0.4556     0.6905     1.85
42       0.7425   0.7470       0.7381     0.7346     1.70
43       0.8065   0.9615       0.6944     0.8889     2.90
45       0.6452   0.6250       0.6667     0.6071     1.96
51       0.8205   0.9697       0.7111     0.8333     1.85
52       0.7600   0.9500       0.6333     0.7857     1.86
53       0.7211   0.9298       0.5889     0.7560     1.98
54       0.7234   1.0000       0.5667     0.7679     2.10
61       0.8267   0.9394       0.7381     0.8395     1.72
62       0.2222   0.2593       0.1944     0.5463     2.90
63       0.9419   0.9205       0.9643     0.9383     2.48
64       0.4795   0.4713       0.4881     0.4506     2.49
66       0.7838   0.9062       0.6905     0.8025     2.49
67       0.7899   0.9400       0.6812     0.8148     2.01
68       0.7511   0.6054       0.9889     0.6488     1.96
72       0.0659   0.0577       0.0769     0.2735     59.42
73       0.0000   0.0000       0.0000     0.3077     26.30
83       0.3913   0.9000       0.2500     0.7407     2.82
84       0.5393   0.4528       0.6667     0.6204     2.80
