
Multi-Variant CV on CWE476_NULL_Pointer_Dereference epoch 25
Overall Results:
Macro-F1: 0.6221
Macro-Precision: 0.6545
Macro-Recall: 0.6150
Accuracy: 0.7175

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        1.0000   1.0000       1.0000     1.0000     1.50
2        1.0000   1.0000       1.0000     1.0000     1.33
3        1.0000   1.0000       1.0000     1.0000     1.33
4        1.0000   1.0000       1.0000     1.0000     1.33
5        1.0000   1.0000       1.0000     1.0000     2.25
6        1.0000   1.0000       1.0000     1.0000     1.33
7        1.0000   1.0000       1.0000     1.0000     2.38
8        0.2000   0.3333       0.1429     0.7576     2.30
9        0.0000   0.0000       0.0000     0.6667     1.33
10       0.5000   0.5000       0.5000     0.7500     2.25
11       0.0000   0.0000       0.0000     0.6667     2.30
12       0.0000   0.0000       0.0000     0.4500     2.05
13       1.0000   1.0000       1.0000     1.0000     1.33
14       0.5000   0.5000       0.5000     0.7500     2.38
15       1.0000   1.0000       1.0000     1.0000     1.33
16       0.0000   0.0000       0.0000     0.5000     1.50
17       0.6667   1.0000       0.5000     0.8000     2.00
18       1.0000   1.0000       1.0000     1.0000     1.50
21       0.2500   0.3333       0.2000     0.7000     2.10
22       0.7500   1.0000       0.6000     0.9000     2.25
41       0.0000   0.0000       0.0000     0.4667     1.73
45       0.5000   1.0000       0.3333     0.7778     1.67
51       0.6000   0.6000       0.6000     0.7333     1.73
52       0.7500   1.0000       0.6000     0.8667     1.73
53       0.8889   1.0000       0.8000     0.9333     1.80
54       0.3333   1.0000       0.2000     0.7333     1.80
63       0.2500   0.3333       0.2000     0.6000     2.47
64       0.0000   0.0000       0.0000     0.6667     2.47
66       0.4000   0.5000       0.3333     0.6667     2.44
67       0.2857   0.5000       0.2000     0.6667     1.87
68       0.6154   0.5714       0.6667     0.7222     1.67
72       0.2500   0.5000       0.1667     0.6667     60.83
73       0.1429   0.1250       0.1667     0.3333     26.67
