
Sample-level average across 5 folds - Epoch 21
Overall Results:
Macro-F1: 0.6381
Macro-Precision: 0.6423
Macro-Recall: 0.6366
Accuracy: 0.6572

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.6923   0.7627       0.6338     0.7122     3.02
2        0.5429   0.5507       0.5352     0.6967     3.00
3        0.5522   0.5873       0.5211     0.7260     3.05
4        0.5758   0.6230       0.5352     0.7443     3.11
5        0.5109   0.5303       0.4930     0.6941     3.83
6        0.5106   0.5217       0.5000     0.6920     3.11
7        0.4844   0.5439       0.4366     0.6986     3.88
8        0.5271   0.5862       0.4789     0.7240     3.91
9        0.5753   0.5600       0.5915     0.7195     3.12
10       0.4800   0.5556       0.4225     0.7059     3.84
11       0.5695   0.5375       0.6056     0.7059     3.90
12       0.5455   0.6600       0.4648     0.6259     3.89
13       0.4857   0.4928       0.4789     0.6742     3.13
14       0.5414   0.5806       0.5070     0.7240     3.88
15       0.5571   0.5652       0.5493     0.7195     3.05
16       0.6250   0.7018       0.5634     0.6712     3.03
17       0.6462   0.7119       0.5915     0.6849     3.10
18       0.6716   0.7143       0.6338     0.6986     3.07
21       0.4211   0.5333       0.3478     0.7027     4.11
22       0.4091   0.4286       0.3913     0.6486     4.16
31       0.6129   0.6909       0.5507     0.6643     3.13
32       0.6142   0.6724       0.5652     0.6573     3.12
33       0.4522   0.5652       0.3768     0.5625     3.23
34       0.6452   0.7273       0.5797     0.6923     3.13
41       0.4964   0.5075       0.4857     0.5274     3.79
42       0.3810   0.4211       0.3478     0.5000     3.25
43       0.4255   0.4167       0.4348     0.4906     3.89
45       0.5000   0.5741       0.4429     0.5664     4.00
51       0.6573   0.6438       0.6714     0.6597     3.80
52       0.6619   0.6667       0.6571     0.6736     3.83
53       0.6015   0.6349       0.5714     0.6319     3.94
54       0.6479   0.6389       0.6571     0.6503     4.03
61       0.5957   0.5833       0.6087     0.6346     3.25
62       0.2857   0.3158       0.2609     0.4340     3.91
63       0.6111   0.5946       0.6286     0.6164     3.90
64       0.6056   0.5972       0.6143     0.6164     3.88
66       0.5147   0.5303       0.5000     0.5448     3.92
67       0.5960   0.5556       0.6429     0.5822     3.79
68       0.5116   0.5593       0.4714     0.5685     4.01
72       0.3729   0.4583       0.3143     0.4966     62.07
73       0.4320   0.4909       0.3857     0.5170     28.14
