
Sample-level average across 5 folds - Epoch 4
Overall Results:
Macro-F1: 0.5211
Macro-Precision: 0.5927
Macro-Recall: 0.5504
Accuracy: 0.6130

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.2727   0.7059       0.1690     0.5396     3.02
2        0.3232   0.5714       0.2254     0.6825     3.00
3        0.3495   0.5625       0.2535     0.6941     3.05
4        0.2500   0.6471       0.1549     0.6986     3.11
5        0.1250   0.5556       0.0704     0.6804     3.83
6        0.2222   0.5556       0.1389     0.6875     3.11
7        0.2143   0.6923       0.1268     0.6986     3.88
8        0.1687   0.5833       0.0986     0.6878     3.91
9        0.2553   0.5217       0.1690     0.6833     3.12
10       0.2118   0.6429       0.1268     0.6968     3.84
11       0.3333   0.6400       0.2254     0.7104     3.90
12       0.1818   0.4706       0.1127     0.5102     3.89
13       0.2581   0.5455       0.1690     0.6878     3.13
14       0.1647   0.5000       0.0986     0.6787     3.88
15       0.3400   0.5862       0.2394     0.7014     3.05
16       0.3261   0.7143       0.2113     0.5753     3.03
17       0.3011   0.6364       0.1972     0.5548     3.10
18       0.3043   0.6667       0.1972     0.5616     3.07
21       0.0769   0.3333       0.0435     0.6757     4.11
22       0.3333   0.7143       0.2174     0.7297     4.16
31       0.3200   0.5161       0.2319     0.5245     3.13
32       0.2143   0.6000       0.1304     0.5385     3.12
33       0.1333   0.8333       0.0725     0.5486     3.23
34       0.2889   0.6190       0.1884     0.5524     3.13
41       0.3366   0.5484       0.2429     0.5411     3.79
42       0.0769   0.3333       0.0435     0.5385     3.25
43       0.4516   0.8750       0.3043     0.6792     3.89
45       0.4444   0.6316       0.3429     0.5804     4.00
51       0.4112   0.5946       0.3143     0.5625     3.80
52       0.4746   0.5833       0.4000     0.5694     3.83
53       0.4138   0.5217       0.3429     0.5278     3.94
54       0.4464   0.5952       0.3571     0.5664     4.03
61       0.3429   0.5000       0.2609     0.5577     3.25
62       0.1290   0.2500       0.0870     0.4906     3.91
63       0.2268   0.4074       0.1571     0.4863     3.90
64       0.3019   0.4444       0.2286     0.4932     3.88
66       0.4000   0.6667       0.2857     0.5862     3.92
67       0.3500   0.4200       0.3000     0.4658     3.79
68       0.4112   0.5946       0.3143     0.5685     4.01
72       0.3107   0.4848       0.2286     0.5170     62.07
73       0.5248   0.5211       0.5286     0.5442     28.14
