
Sample-level average across 5 folds - Epoch 11
Overall Results:
Macro-F1: 0.6135
Macro-Precision: 0.6171
Macro-Recall: 0.6213
Accuracy: 0.6167

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.6757   0.6494       0.7042     0.6547     3.02
2        0.4970   0.4362       0.5775     0.6066     3.00
3        0.5525   0.4545       0.7042     0.6301     3.05
4        0.5818   0.5106       0.6761     0.6849     3.11
5        0.5432   0.4835       0.6197     0.6621     3.83
6        0.5714   0.5000       0.6667     0.6786     3.11
7        0.4768   0.4500       0.5070     0.6393     3.88
8        0.4698   0.4487       0.4930     0.6425     3.91
9        0.5466   0.4889       0.6197     0.6697     3.12
10       0.5466   0.4889       0.6197     0.6697     3.84
11       0.5644   0.5000       0.6479     0.6787     3.90
12       0.5037   0.5312       0.4789     0.5442     3.89
13       0.5698   0.4851       0.6901     0.6652     3.13
14       0.5478   0.5000       0.6056     0.6787     3.88
15       0.5868   0.5104       0.6901     0.6878     3.05
16       0.6522   0.6716       0.6338     0.6712     3.03
17       0.5972   0.5890       0.6056     0.6027     3.10
18       0.7237   0.6790       0.7746     0.7123     3.07
21       0.4912   0.4118       0.6087     0.6081     4.11
22       0.4918   0.3947       0.6522     0.5811     4.16
31       0.6624   0.5909       0.7536     0.6294     3.13
32       0.6579   0.6024       0.7246     0.6364     3.12
33       0.5352   0.5205       0.5507     0.5417     3.23
34       0.6400   0.5926       0.6957     0.6224     3.13
41       0.5660   0.5056       0.6429     0.5274     3.79
42       0.4545   0.4762       0.4348     0.5385     3.25
43       0.4561   0.3824       0.5652     0.4151     3.89
45       0.5753   0.5526       0.6000     0.5664     4.00
51       0.6788   0.5895       0.8000     0.6319     3.80
52       0.6623   0.6173       0.7143     0.6458     3.83
53       0.5874   0.5753       0.6000     0.5903     3.94
54       0.6503   0.5699       0.7571     0.6014     4.03
61       0.6296   0.5484       0.7391     0.6154     3.25
62       0.4400   0.4074       0.4783     0.4717     3.91
63       0.6108   0.5258       0.7286     0.5548     3.90
64       0.5270   0.5000       0.5571     0.5205     3.88
66       0.6474   0.5437       0.8000     0.5793     3.92
67       0.5663   0.4896       0.6714     0.5068     3.79
68       0.6194   0.5647       0.6857     0.5959     4.01
72       0.4810   0.4318       0.5429     0.4422     62.07
73       0.5316   0.4773       0.6000     0.4966     28.14
